Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,Risk,Urgency,Impact,State,Priority,Created,Day,Start Date,Closed,Reopen Count,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CHG-0000795,Scheduled job modified,Failure,Spiderman,Spiderman,Avengers II,Service A,High,Medium,Medium,Closed,High,2025-09-29T16:42:19.000000,Monday,2025-09-29T18:42:19.000000,2025-09-30T21:42:19.000000,5,2.0,27.0,29.0,1
CHG-0000796,System update applied,Complaint,Batman,Batman,Matrix,Service C,High,High,Medium,Closed,Medium,2025-09-30T09:36:25.000000,Tuesday,2025-09-30T14:36:25.000000,2025-10-01T15:36:25.000000,3,5.0,25.0,30.0,1
CHG-0000797,Scheduled task created,Access,Shang Chi,Shang Chi,Avengers II,Service B,High,High,High,Closed,Medium,2025-09-30T23:15:59.000000,Tuesday,2025-10-01T06:15:59.000000,2025-10-02T12:15:59.000000,4,7.0,30.0,37.0,1
CHG-0000798,System cache cleared,Network,Captain America,Captain America,Avengers,Service B,Medium,Low,Low,Closed,Medium,2025-09-30T17:34:13.000000,Tuesday,2025-09-30T21:34:13.000000,2025-10-01T21:34:13.000000,5,4.0,24.0,28.0,0
CHG-0000799,Device access restricted,Complaint,Captain Marvel,Captain Marvel,Avengers II,Service A,Low,Medium,High,Closed,High,2025-10-01T00:21:22.000000,Wednesday,2025-10-01T04:21:22.000000,2025-10-02T07:21:22.000000,0,4.0,27.0,31.0,1
CHG-0000800,User password reset,Failure,Captain America,Captain America,Avengers,Service C,Medium,Low,Medium,Closed,Critical,2025-10-01T19:30:33.000000,Wednesday,2025-10-02T03:30:33.000000,2025-10-02T07:30:33.000000,4,8.0,4.0,12.0,0
CHG-0000801,System backup restored,Software,Loki,Loki,Avengers,Service E,Medium,High,Low,Closed,Medium,2025-10-01T12:02:27.000000,Wednesday,2025-10-01T16:02:27.000000,2025-10-02T01:02:27.000000,3,4.0,9.0,13.0,0
CHG-0000802,Device added to network,Data,Spiderman,Spiderman,Avengers II,Service E,Low,Medium,Medium,Closed,Low,2025-10-01T15:43:46.000000,Wednesday,2025-10-01T23:43:46.000000,2025-10-03T11:43:46.000000,2,8.0,36.0,44.0,0
CHG-0000803,System notification configured,Access,Doctor Strange,Doctor Strange,Avengers II,Service C,High,Medium,High,Closed,Medium,2025-10-01T23:27:58.000000,Wednesday,2025-10-02T05:27:58.000000,2025-10-02T08:27:58.000000,4,6.0,3.0,9.0,0
CHG-0000804,User profile updated,Hardware,Shang Chi,Shang Chi,Avengers II,Service A,Low,Medium,Low,Closed,Low,2025-10-02T05:21:54.000000,Thursday,2025-10-02T12:21:54.000000,2025-10-03T13:21:54.000000,4,7.0,25.0,32.0,0
CHG-0000805,System notification configured,Complaint,Captain America,Captain America,Avengers,Service C,High,High,Low,Closed,Medium,2025-10-02T20:55:55.000000,Thursday,2025-10-03T01:55:55.000000,2025-10-03T20:55:55.000000,1,5.0,19.0,24.0,0
CHG-0000806,System cache cleared,Complaint,Hulk,Hulk,Avengers,Service A,Medium,Low,Medium,Closed,Low,2025-10-02T01:21:46.000000,Thursday,2025-10-02T03:21:46.000000,2025-10-02T23:21:46.000000,2,2.0,20.0,22.0,0
CHG-0000807,User permissions modified,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service D,Medium,Medium,High,Closed,High,2025-10-02T01:52:02.000000,Thursday,2025-10-02T05:52:02.000000,2025-10-02T08:52:02.000000,4,4.0,3.0,7.0,0
CHG-0000808,Service restarted,Data,Iron Man,Iron Man,Avengers,Service B,Low,Medium,Low,Closed,Medium,2025-10-02T13:03:21.000000,Thursday,2025-10-02T16:03:21.000000,2025-10-03T14:03:21.000000,1,3.0,22.0,25.0,0
CHG-0000809,Security settings updated,Network,Captain America,Captain America,Avengers,Service B,High,Low,Medium,Closed,Low,2025-10-03T20:10:23.000000,Friday,2025-10-04T01:10:23.000000,2025-10-05T11:10:23.000000,0,5.0,34.0,39.0,0
CHG-0000810,Network settings adjusted,Access,Hulk,Hulk,Avengers,Service D,Medium,Low,High,Closed,Medium,2025-10-03T06:25:56.000000,Friday,2025-10-03T08:25:56.000000,2025-10-04T07:25:56.000000,1,2.0,23.0,25.0,0
CHG-0000811,System cache cleared,Network,John Wick,John Wick,Matrix,Service B,Medium,High,Medium,Closed,Critical,2025-10-03T05:41:23.000000,Friday,2025-10-03T07:41:23.000000,2025-10-04T12:41:23.000000,1,2.0,29.0,31.0,1
CHG-0000812,Data import completed,Access,Captain America,Captain America,Avengers,Service D,Low,High,Low,Closed,High,2025-10-03T10:36:02.000000,Friday,2025-10-03T13:36:02.000000,2025-10-03T19:36:02.000000,1,3.0,6.0,9.0,0
CHG-0000813,Device added to network,Failure,Spiderman,Spiderman,Avengers II,Service B,High,Low,Low,Closed,Medium,2025-10-03T07:16:26.000000,Friday,2025-10-03T15:16:26.000000,2025-10-04T14:16:26.000000,3,8.0,23.0,31.0,0
CHG-0000814,User permissions modified,Failure,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,Medium,Medium,Closed,High,2025-10-04T04:41:39.000000,Saturday,2025-10-04T07:41:39.000000,2025-10-04T16:41:39.000000,2,3.0,9.0,12.0,0
CHG-0000815,Routine maintenance performed,Hardware,Iron Man,Iron Man,Avengers,Service C,High,High,Low,Closed,Medium,2025-10-04T17:03:51.000000,Saturday,2025-10-05T00:03:51.000000,2025-10-05T22:03:51.000000,4,7.0,22.0,29.0,0
CHG-0000816,Application shortcut created,Complaint,Shang Chi,Shang Chi,Avengers II,Service B,Medium,Low,Low,Closed,Low,2025-10-04T13:47:39.000000,Saturday,2025-10-04T20:47:39.000000,2025-10-05T09:47:39.000000,3,7.0,13.0,20.0,0
CHG-0000817,Password policy updated,Complaint,Loki,Loki,Avengers,Service C,High,Medium,High,Closed,Medium,2025-10-04T13:48:09.000000,Saturday,2025-10-04T16:48:09.000000,2025-10-04T22:48:09.000000,5,3.0,6.0,9.0,0
CHG-0000818,Alert threshold changed,Access,Captain Marvel,Captain Marvel,Avengers II,Service D,Medium,Low,Low,Closed,Medium,2025-10-05T05:16:32.000000,Sunday,2025-10-05T09:16:32.000000,2025-10-06T20:16:32.000000,2,4.0,35.0,39.0,1
CHG-0000819,Service port changed,Complaint,Doctor Strange,Doctor Strange,Avengers II,Service D,High,High,Medium,Closed,Medium,2025-10-06T08:10:36.000000,Monday,2025-10-06T16:10:36.000000,2025-10-08T01:10:36.000000,1,8.0,33.0,41.0,1
CHG-0000820,Service status checked,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,High,Low,Medium,New,High,2025-10-07T02:18:25.000000,Tuesday,,,1,0.0,0.0,0.0,0
CHG-0000821,Data export scheduled,Failure,Hulk,Hulk,Avengers,Service D,Low,Medium,Medium,On Hold,Medium,2025-10-08T00:45:54.000000,Wednesday,,,2,0.0,0.0,0.0,0
CHG-0000822,Device monitoring enabled,Access,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,Medium,Medium,Closed,Low,2025-10-09T18:19:30.000000,Thursday,2025-10-09T23:19:30.000000,2025-10-10T19:19:30.000000,1,5.0,20.0,25.0,0
CHG-0000823,User password reset,Data,Spiderman,Spiderman,Avengers II,Service C,Medium,Low,Low,Closed,Medium,2025-10-09T01:26:01.000000,Thursday,2025-10-09T06:26:01.000000,2025-10-09T19:26:01.000000,4,5.0,13.0,18.0,0
CHG-0000824,System backup restored,Hardware,Captain America,Captain America,Avengers,Service A,Low,Medium,Low,New,Medium,2025-10-09T18:11:20.000000,Thursday,,,4,0.0,0.0,0.0,0
CHG-0000825,Application deployed,Facilities,Iron Man,Iron Man,Avengers,Service B,Medium,Medium,Medium,Closed,High,2025-10-10T10:27:21.000000,Friday,2025-10-10T13:27:21.000000,2025-10-11T05:27:21.000000,4,3.0,16.0,19.0,0
CHG-0000826,Service port changed,Facilities,John Cena,John Cena,Matrix,Service B,High,High,Medium,In Progress,Medium,2025-10-10T11:56:27.000000,Friday,2025-10-10T14:56:27.000000,,0,3.0,0.0,0.0,0
CHG-0000827,Database maintenance completed,Failure,Iron Man,Iron Man,Avengers,Service B,High,High,Medium,Closed,Medium,2025-10-11T05:08:23.000000,Saturday,2025-10-11T12:08:23.000000,2025-10-12T04:08:23.000000,1,7.0,16.0,23.0,0
CHG-0000828,Data export scheduled,Complaint,Neo,Neo,Matrix,Service C,Low,Low,Low,Closed,High,2025-10-11T05:22:21.000000,Saturday,2025-10-11T09:22:21.000000,2025-10-12T03:22:21.000000,3,4.0,18.0,22.0,1
CHG-0000829,System backup restored,Access,Shang Chi,Shang Chi,Avengers II,Service D,High,High,High,Closed,Medium,2025-10-11T03:33:16.000000,Saturday,2025-10-11T07:33:16.000000,2025-10-12T05:33:16.000000,5,4.0,22.0,26.0,0
CHG-0000830,Application feature enabled,Data,Spiderman,Spiderman,Avengers II,Service A,Medium,High,Medium,New,High,2025-10-12T06:53:27.000000,Sunday,,,4,0.0,0.0,0.0,0
CHG-0000831,Device added to network,Complaint,Iron Man,Iron Man,Avengers,Service A,Medium,Low,Medium,Closed,Medium,2025-10-13T00:56:54.000000,Monday,2025-10-13T03:56:54.000000,2025-10-13T13:56:54.000000,1,3.0,10.0,13.0,0
CHG-0000832,Application shortcut created,Data,John Cena,John Cena,Matrix,Service A,High,High,High,Closed,High,2025-10-13T14:58:39.000000,Monday,2025-10-13T18:58:39.000000,2025-10-15T03:58:39.000000,5,4.0,33.0,37.0,1
CHG-0000833,Service endpoint modified,Network,Shang Chi,Shang Chi,Avengers II,Service B,High,High,High,Closed,Medium,2025-10-13T02:43:19.000000,Monday,2025-10-13T10:43:19.000000,2025-10-13T20:43:19.000000,2,8.0,10.0,18.0,0
CHG-0000834,Application license assigned,Facilities,John Cena,John Cena,Matrix,Service E,High,Low,High,Closed,High,2025-10-14T12:43:32.000000,Tuesday,2025-10-14T18:43:32.000000,2025-10-15T12:43:32.000000,2,6.0,18.0,24.0,1
CHG-0000835,Application access granted,Failure,John Wick,John Wick,Matrix,Service E,Low,Low,Low,Closed,High,2025-10-14T22:31:00.000000,Tuesday,2025-10-15T02:31:00.000000,2025-10-15T14:31:00.000000,0,4.0,12.0,16.0,0
CHG-0000836,Device access restricted,Software,Iron Man,Iron Man,Avengers,Service C,Medium,High,Medium,On Hold,Medium,2025-10-15T02:24:34.000000,Wednesday,,,2,0.0,0.0,0.0,0
CHG-0000837,Application access granted,Access,Batman,Batman,Matrix,Service E,High,Medium,Medium,Closed,Medium,2025-10-15T15:37:14.000000,Wednesday,2025-10-15T17:37:14.000000,2025-10-16T09:37:14.000000,1,2.0,16.0,18.0,0
CHG-0000838,Password policy updated,Data,Spiderman,Spiderman,Avengers II,Service E,Low,Low,Low,Closed,High,2025-10-15T17:43:56.000000,Wednesday,2025-10-15T20:43:56.000000,2025-10-16T10:43:56.000000,4,3.0,14.0,17.0,0
CHG-0000839,Service dependency changed,Access,Thor,Thor,Avengers,Service B,Low,High,Medium,Closed,Medium,2025-10-15T17:44:30.000000,Wednesday,2025-10-15T19:44:30.000000,2025-10-16T15:44:30.000000,3,2.0,20.0,22.0,0
CHG-0000840,User group membership changed,Facilities,Shang Chi,Shang Chi,Avengers II,Service C,High,Low,High,Closed,Critical,2025-10-16T10:23:32.000000,Thursday,2025-10-16T18:23:32.000000,2025-10-18T03:23:32.000000,2,8.0,33.0,41.0,1
CHG-0000841,Application feature enabled,Software,Hulk,Hulk,Avengers,Service B,Low,Medium,Low,Closed,High,2025-10-16T03:57:58.000000,Thursday,2025-10-16T05:57:58.000000,2025-10-16T23:57:58.000000,2,2.0,18.0,20.0,1
CHG-0000842,System resource increased,Complaint,Loki,Loki,Avengers,Service A,Low,Medium,Medium,In Progress,Critical,2025-10-17T00:18:43.000000,Friday,2025-10-17T04:18:43.000000,,2,4.0,0.0,0.0,0
CHG-0000843,Application log reviewed,Access,Hulk,Hulk,Avengers,Service E,Low,Low,Low,Closed,Medium,2025-10-18T18:30:25.000000,Saturday,2025-10-19T00:30:25.000000,2025-10-19T04:30:25.000000,4,6.0,4.0,10.0,0
CHG-0000844,Device firmware updated,Data,Hulk,Hulk,Avengers,Service C,High,Medium,High,Closed,Low,2025-10-18T20:22:24.000000,Saturday,2025-10-19T00:22:24.000000,2025-10-20T06:22:24.000000,4,4.0,30.0,34.0,0
CHG-0000845,Service status checked,Failure,Spiderman,Spiderman,Avengers II,Service E,High,High,High,Closed,Low,2025-10-18T10:29:12.000000,Saturday,2025-10-18T18:29:12.000000,2025-10-19T19:29:12.000000,3,8.0,25.0,33.0,0
CHG-0000846,Device configuration updated,Software,John Wick,John Wick,Matrix,Service D,Low,Low,Medium,Closed,Medium,2025-10-19T03:37:48.000000,Sunday,2025-10-19T11:37:48.000000,2025-10-19T14:37:48.000000,3,8.0,3.0,11.0,0
CHG-0000847,Application feature enabled,Software,Captain Marvel,Captain Marvel,Avengers II,Service B,Medium,Low,High,On Hold,High,2025-10-19T03:46:30.000000,Sunday,,,4,0.0,0.0,0.0,0
CHG-0000848,System update applied,Data,Captain America,Captain America,Avengers,Service A,High,Medium,High,Closed,Critical,2025-10-19T17:01:50.000000,Sunday,2025-10-20T00:01:50.000000,2025-10-20T21:01:50.000000,5,7.0,21.0,28.0,1
CHG-0000849,Network settings adjusted,Data,Spiderman,Spiderman,Avengers II,Service E,High,High,Low,Closed,Medium,2025-10-19T14:55:31.000000,Sunday,2025-10-19T20:55:31.000000,2025-10-20T20:55:31.000000,1,6.0,24.0,30.0,0
CHG-0000850,Device firmware updated,Data,Loki,Loki,Avengers,Service E,High,Medium,Low,Closed,Medium,2025-10-20T04:54:44.000000,Monday,2025-10-20T12:54:44.000000,2025-10-21T18:54:44.000000,2,8.0,30.0,38.0,1
CHG-0000851,Application configuration changed,Facilities,Thor,Thor,Avengers,Service A,Low,Medium,High,Closed,Medium,2025-10-20T06:56:33.000000,Monday,2025-10-20T11:56:33.000000,2025-10-21T13:56:33.000000,1,5.0,26.0,31.0,1
CHG-0000852,Configuration setting changed,Software,Captain America,Captain America,Avengers,Service E,Low,High,High,New,Low,2025-10-20T06:47:22.000000,Monday,,,0,0.0,0.0,0.0,0
CHG-0000853,Data export scheduled,Access,Spiderman,Spiderman,Avengers II,Service D,Medium,Low,High,Closed,Medium,2025-10-20T06:27:46.000000,Monday,2025-10-20T12:27:46.000000,2025-10-21T17:27:46.000000,3,6.0,29.0,35.0,1
CHG-0000854,User profile updated,Access,Doctor Strange,Doctor Strange,Avengers II,Service D,Low,High,High,Closed,High,2025-10-21T19:25:06.000000,Tuesday,2025-10-22T02:25:06.000000,2025-10-22T06:25:06.000000,1,7.0,4.0,11.0,0
CHG-0000855,Application deployed,Facilities,Shang Chi,Shang Chi,Avengers II,Service B,Medium,High,Medium,Closed,Critical,2025-10-21T05:57:15.000000,Tuesday,2025-10-21T11:57:15.000000,2025-10-22T12:57:15.000000,4,6.0,25.0,31.0,1
CHG-0000856,Service restarted,Failure,John Cena,John Cena,Matrix,Service A,High,Medium,Low,Closed,Medium,2025-10-21T13:58:06.000000,Tuesday,2025-10-21T20:58:06.000000,2025-10-22T06:58:06.000000,0,7.0,10.0,17.0,0
CHG-0000857,Application shortcut created,Failure,Spiderman,Spiderman,Avengers II,Service A,Low,Medium,Low,Closed,Medium,2025-10-21T09:50:14.000000,Tuesday,2025-10-21T17:50:14.000000,2025-10-22T09:50:14.000000,4,8.0,16.0,24.0,0
CHG-0000858,Resource permissions changed,Facilities,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,Medium,Medium,Closed,High,2025-10-22T12:43:35.000000,Wednesday,2025-10-22T19:43:35.000000,2025-10-23T05:43:35.000000,1,7.0,10.0,17.0,0
CHG-0000859,Application access granted,Hardware,Spiderman,Spiderman,Avengers II,Service E,Medium,Medium,Medium,Closed,Medium,2025-10-22T08:03:43.000000,Wednesday,2025-10-22T10:03:43.000000,2025-10-23T10:03:43.000000,1,2.0,24.0,26.0,0
CHG-0000860,Device added to network,Data,Iron Man,Iron Man,Avengers,Service A,Low,Low,High,Closed,Medium,2025-10-23T17:32:51.000000,Thursday,2025-10-24T01:32:51.000000,2025-10-25T10:32:51.000000,3,8.0,33.0,41.0,1
CHG-0000861,Software version upgraded,Data,Doctor Strange,Doctor Strange,Avengers II,Service A,Medium,High,Low,Closed,Medium,2025-10-23T18:23:20.000000,Thursday,2025-10-24T02:23:20.000000,2025-10-24T19:23:20.000000,5,8.0,17.0,25.0,0
CHG-0000862,Service dependency changed,Software,John Wick,John Wick,Matrix,Service D,High,Low,Medium,Closed,High,2025-10-23T09:26:59.000000,Thursday,2025-10-23T17:26:59.000000,2025-10-24T12:26:59.000000,4,8.0,19.0,27.0,1
CHG-0000863,Software version upgraded,Access,Loki,Loki,Avengers,Service E,High,High,Medium,Closed,Critical,2025-10-23T21:10:00.000000,Thursday,2025-10-24T00:10:00.000000,2025-10-24T03:10:00.000000,0,3.0,3.0,6.0,0
CHG-0000864,Database maintenance completed,Facilities,Iron Man,Iron Man,Avengers,Service B,High,Low,Low,Closed,High,2025-10-24T12:31:32.000000,Friday,2025-10-24T20:31:32.000000,2025-10-25T21:31:32.000000,0,8.0,25.0,33.0,1
CHG-0000865,Device firmware updated,Network,Spiderman,Spiderman,Avengers II,Service E,Low,Low,Low,Closed,Low,2025-10-24T18:30:12.000000,Friday,2025-10-24T20:30:12.000000,2025-10-25T02:30:12.000000,2,2.0,6.0,8.0,0
CHG-0000866,Service status checked,Software,Iron Man,Iron Man,Avengers,Service E,High,Low,Low,Closed,High,2025-10-24T23:05:15.000000,Friday,2025-10-25T06:05:15.000000,2025-10-25T15:05:15.000000,5,7.0,9.0,16.0,0
CHG-0000867,System cache cleared,Hardware,Neo,Neo,Matrix,Service D,High,High,High,Closed,Critical,2025-10-24T07:45:22.000000,Friday,2025-10-24T14:45:22.000000,2025-10-25T13:45:22.000000,4,7.0,23.0,30.0,1
CHG-0000868,Service endpoint modified,Network,Loki,Loki,Avengers,Service B,Medium,Low,High,Closed,Medium,2025-10-25T05:49:14.000000,Saturday,2025-10-25T11:49:14.000000,2025-10-26T19:49:14.000000,2,6.0,32.0,38.0,1
CHG-0000869,Device firmware updated,Facilities,Loki,Loki,Avengers,Service A,Low,High,High,On Hold,Medium,2025-10-25T08:55:19.000000,Saturday,,,1,0.0,0.0,0.0,0
CHG-0000870,Service restarted,Network,Loki,Loki,Avengers,Service E,Low,Medium,Low,Closed,High,2025-10-25T10:25:36.000000,Saturday,2025-10-25T15:25:36.000000,2025-10-25T19:25:36.000000,5,5.0,4.0,9.0,0
CHG-0000871,Application deployed,Facilities,Loki,Loki,Avengers,Service D,High,Medium,High,Closed,Low,2025-10-25T05:27:05.000000,Saturday,2025-10-25T07:27:05.000000,2025-10-25T11:27:05.000000,1,2.0,4.0,6.0,0
CHG-0000872,Application license assigned,Complaint,Shang Chi,Shang Chi,Avengers II,Service E,High,High,High,Closed,High,2025-10-26T06:03:35.000000,Sunday,2025-10-26T10:03:35.000000,2025-10-27T18:03:35.000000,0,4.0,32.0,36.0,1
CHG-0000873,Service integration updated,Facilities,Thor,Thor,Avengers,Service C,Low,Medium,Low,Closed,Low,2025-10-26T19:57:34.000000,Sunday,2025-10-27T03:57:34.000000,2025-10-28T09:57:34.000000,4,8.0,30.0,38.0,0
CHG-0000874,User authentication method updated,Access,Iron Man,Iron Man,Avengers,Service E,Low,High,Low,In Progress,Low,2025-10-26T03:47:40.000000,Sunday,2025-10-26T08:47:40.000000,,4,5.0,0.0,0.0,0
CHG-0000875,Alert threshold changed,Complaint,Hulk,Hulk,Avengers,Service C,High,Medium,Medium,Closed,Medium,2025-10-26T17:50:15.000000,Sunday,2025-10-27T00:50:15.000000,2025-10-27T03:50:15.000000,5,7.0,3.0,10.0,0
CHG-0000876,Configuration setting changed,Software,Captain America,Captain America,Avengers,Service A,High,High,Low,Closed,High,2025-10-26T10:51:04.000000,Sunday,2025-10-26T12:51:04.000000,2025-10-27T06:51:04.000000,3,2.0,18.0,20.0,1
CHG-0000877,Security settings updated,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service B,Medium,High,High,In Progress,Medium,2025-10-27T20:27:48.000000,Monday,2025-10-28T04:27:48.000000,,4,8.0,0.0,0.0,0
CHG-0000878,Device removed from inventory,Software,Captain America,Captain America,Avengers,Service B,Medium,Medium,Medium,Closed,Medium,2025-10-27T09:43:09.000000,Monday,2025-10-27T11:43:09.000000,2025-10-28T05:43:09.000000,5,2.0,18.0,20.0,0
CHG-0000879,Application deployed,Failure,Hulk,Hulk,Avengers,Service D,High,Medium,Medium,Closed,High,2025-10-27T17:28:15.000000,Monday,2025-10-27T23:28:15.000000,2025-10-28T19:28:15.000000,5,6.0,20.0,26.0,1
CHG-0000880,Password policy updated,Hardware,Iron Man,Iron Man,Avengers,Service C,Low,Medium,Medium,Closed,High,2025-10-27T17:14:59.000000,Monday,2025-10-27T20:14:59.000000,2025-10-28T10:14:59.000000,4,3.0,14.0,17.0,0
CHG-0000881,Scheduled task created,Software,Batman,Batman,Matrix,Service C,Low,Medium,Low,Closed,Medium,2025-10-28T23:09:05.000000,Tuesday,2025-10-29T05:09:05.000000,2025-10-30T17:09:05.000000,0,6.0,36.0,42.0,1
CHG-0000882,Application access granted,Hardware,Doctor Strange,Doctor Strange,Avengers II,Service A,High,Low,High,In Progress,Medium,2025-10-29T08:37:17.000000,Wednesday,2025-10-29T15:37:17.000000,,1,7.0,0.0,0.0,0
CHG-0000883,Device monitoring enabled,Complaint,Loki,Loki,Avengers,Service A,High,High,Medium,Closed,Medium,2025-10-29T07:16:48.000000,Wednesday,2025-10-29T10:16:48.000000,2025-10-30T12:16:48.000000,1,3.0,26.0,29.0,1
CHG-0000884,Application configuration changed,Network,Hulk,Hulk,Avengers,Service C,Low,Low,Low,Closed,Medium,2025-10-29T13:26:18.000000,Wednesday,2025-10-29T16:26:18.000000,2025-10-30T11:26:18.000000,3,3.0,19.0,22.0,0
CHG-0000885,User authentication method updated,Software,Iron Man,Iron Man,Avengers,Service B,High,High,Low,Closed,Medium,2025-10-29T15:00:29.000000,Wednesday,2025-10-29T18:00:29.000000,2025-10-30T05:00:29.000000,0,3.0,11.0,14.0,0
CHG-0000886,Network settings adjusted,Complaint,Iron Man,Iron Man,Avengers,Service A,Medium,Medium,High,Closed,Low,2025-10-30T21:09:45.000000,Thursday,2025-10-31T04:09:45.000000,2025-10-31T09:09:45.000000,5,7.0,5.0,12.0,0
CHG-0000887,Access policy reviewed,Data,Hulk,Hulk,Avengers,Service D,High,Medium,Medium,On Hold,Critical,2025-10-30T10:03:35.000000,Thursday,,,3,0.0,0.0,0.0,0
CHG-0000888,Configuration setting changed,Hardware,Iron Man,Iron Man,Avengers,Service C,Low,High,Low,Closed,Medium,2025-10-30T06:57:27.000000,Thursday,2025-10-30T09:57:27.000000,2025-10-31T04:57:27.000000,4,3.0,19.0,22.0,0
CHG-0000889,User password reset,Software,Spiderman,Spiderman,Avengers II,Service E,High,High,Low,Closed,Low,2025-10-31T20:29:20.000000,Friday,2025-11-01T00:29:20.000000,2025-11-01T10:29:20.000000,1,4.0,10.0,14.0,0
CHG-0000890,User profile updated,Data,Jack Sparrow,Jack Sparrow,Matrix,Service D,Low,Medium,High,Closed,High,2025-10-31T10:03:22.000000,Friday,2025-10-31T15:03:22.000000,2025-11-01T18:03:22.000000,1,5.0,27.0,32.0,1
CHG-0000891,Backup schedule updated,Access,Batman,Batman,Matrix,Service C,High,Low,Low,Closed,High,2025-10-31T15:19:07.000000,Friday,2025-10-31T19:19:07.000000,2025-11-01T01:19:07.000000,1,4.0,6.0,10.0,0
CHG-0000892,Application license assigned,Software,Captain Marvel,Captain Marvel,Avengers II,Service C,Low,High,Medium,Closed,Critical,2025-10-31T10:21:41.000000,Friday,2025-10-31T16:21:41.000000,2025-11-02T00:21:41.000000,3,6.0,32.0,38.0,1
CHG-0000893,Resource permissions changed,Hardware,Spiderman,Spiderman,Avengers II,Service E,Medium,Low,Low,Closed,Medium,2025-10-31T13:54:55.000000,Friday,2025-10-31T17:54:55.000000,2025-11-01T05:54:55.000000,0,4.0,12.0,16.0,0
CHG-0000894,Database maintenance completed,Network,Neo,Neo,Matrix,Service B,Low,Medium,High,Closed,Medium,2025-11-01T06:12:58.000000,Saturday,2025-11-01T13:12:58.000000,2025-11-02T11:12:58.000000,5,7.0,22.0,29.0,0
CHG-0000895,User group membership changed,Facilities,Iron Man,Iron Man,Avengers,Service D,Low,Low,Low,New,Low,2025-11-01T03:49:13.000000,Saturday,,,1,0.0,0.0,0.0,0
CHG-0000896,System role assigned,Software,John Wick,John Wick,Matrix,Service B,Low,Low,High,Closed,Critical,2025-11-01T21:58:27.000000,Saturday,2025-11-01T23:58:27.000000,2025-11-02T04:58:27.000000,2,2.0,5.0,7.0,1
CHG-0000897,Network settings adjusted,Hardware,Shang Chi,Shang Chi,Avengers II,Service E,Medium,Medium,Medium,Closed,Medium,2025-11-02T20:49:57.000000,Sunday,2025-11-03T00:49:57.000000,2025-11-03T19:49:57.000000,1,4.0,19.0,23.0,0
CHG-0000898,Service endpoint modified,Network,Spiderman,Spiderman,Avengers II,Service E,Low,Low,Low,Closed,Medium,2025-11-03T22:21:33.000000,Monday,2025-11-04T01:21:33.000000,2025-11-05T01:21:33.000000,0,3.0,24.0,27.0,0
CHG-0000899,Application feature enabled,Network,Shang Chi,Shang Chi,Avengers II,Service E,Low,High,Low,Closed,Medium,2025-11-03T04:34:37.000000,Monday,2025-11-03T07:34:37.000000,2025-11-03T11:34:37.000000,4,3.0,4.0,7.0,0
CHG-0000900,Service dependency changed,Facilities,Doctor Strange,Doctor Strange,Avengers II,Service A,Low,Low,Low,Closed,High,2025-11-03T23:43:20.000000,Monday,2025-11-04T07:43:20.000000,2025-11-05T18:43:20.000000,3,8.0,35.0,43.0,1
CHG-0000901,Service restarted,Failure,Thor,Thor,Avengers,Service B,Medium,High,Low,Closed,Medium,2025-11-03T02:12:43.000000,Monday,2025-11-03T07:12:43.000000,2025-11-03T09:12:43.000000,2,5.0,2.0,7.0,0
CHG-0000902,Device removed from inventory,Complaint,Thor,Thor,Avengers,Service E,Low,High,Low,Closed,Medium,2025-11-03T08:46:31.000000,Monday,2025-11-03T13:46:31.000000,2025-11-04T01:46:31.000000,1,5.0,12.0,17.0,0
CHG-0000903,Service dependency changed,Hardware,Thor,Thor,Avengers,Service B,Medium,High,Medium,Closed,Critical,2025-11-04T12:07:31.000000,Tuesday,2025-11-04T15:07:31.000000,2025-11-06T02:07:31.000000,5,3.0,35.0,38.0,1
CHG-0000904,Network route adjusted,Access,Captain Marvel,Captain Marvel,Avengers II,Service A,Medium,Low,Low,Closed,High,2025-11-05T00:26:37.000000,Wednesday,2025-11-05T07:26:37.000000,2025-11-06T16:26:37.000000,5,7.0,33.0,40.0,1
CHG-0000905,Device monitoring enabled,Complaint,John Cena,John Cena,Matrix,Service B,High,Medium,Low,On Hold,Medium,2025-11-05T06:21:13.000000,Wednesday,,,4,0.0,0.0,0.0,0
CHG-0000906,Network settings adjusted,Complaint,Jack Sparrow,Jack Sparrow,Matrix,Service C,High,High,High,Closed,Critical,2025-11-05T02:14:17.000000,Wednesday,2025-11-05T04:14:17.000000,2025-11-05T20:14:17.000000,1,2.0,16.0,18.0,1
CHG-0000907,Service integration updated,Network,Iron Man,Iron Man,Avengers,Service B,Medium,Medium,Low,Closed,High,2025-11-06T06:05:22.000000,Thursday,2025-11-06T14:05:22.000000,2025-11-07T22:05:22.000000,0,8.0,32.0,40.0,1
CHG-0000908,Application shortcut created,Facilities,Shang Chi,Shang Chi,Avengers II,Service E,High,Medium,High,New,Medium,2025-11-06T15:23:34.000000,Thursday,,,0,0.0,0.0,0.0,0
