Number,Short Description,Change Environment,Requested By,Assigned To,Assignment Group,Service,State,Risk,Priority,Urgency,Impact,Created,Start Date,Closed,Reopen Count,Day,Reopen Zero Flag,Time to Response Hours,Processing Time Hours,Total Time Hours,KPI_breach
CR-29553,New privileged account created without proper approval,Complaint,Captain America,Peter,Matrix,Service B,Closed,Medium,Medium,High,Medium,2025-10-08T01:38:30.000000,2025-10-08T03:21:56.000000,2025-10-08T15:11:26.000000,0,Wednesday,1,1.7238888888888888,11.825,13.54888888888889,0
CR-29554,Suspicious authentication attempts to database server,Software,Captain America,Jan,Avengers,Service B,Closed,Medium,Medium,Low,Medium,2025-10-08T07:25:56.000000,2025-10-08T14:02:59.000000,2025-10-09T09:42:00.000000,1,Wednesday,0,6.6175,19.650277777777777,26.267777777777777,0
CR-29555,Suspicious PowerShell activity detected on workstation,Data,Jan,Michal,Avengers II,Service C,Closed,Low,Medium,High,Low,2025-10-08T05:16:13.000000,2025-10-08T08:46:56.000000,2025-10-09T18:14:54.000000,0,Wednesday,1,3.5119444444444445,33.46611111111111,36.97805555555556,1
CR-29556,Unexpected configuration change on security appliance,Access,Martin,Thor,Avengers,Service C,Closed,High,High,High,Medium,2025-10-08T14:17:55.000000,2025-10-08T19:33:42.000000,2025-10-10T14:58:18.000000,1,Wednesday,0,5.263055555555556,43.41,48.67305555555556,1
CR-29557,Unusual spike in security alerts for single user,Data,Thor,Martin,Avengers,Service C,On Hold,Medium,High,High,High,2025-10-08T13:10:55.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29558,Unusual spike in security alerts for single user,Software,Martin,Jan,Avengers,Service B,Closed,Medium,Low,Low,Medium,2025-10-08T10:30:09.000000,2025-10-08T12:26:47.000000,2025-10-09T13:56:30.000000,0,Wednesday,1,1.9438888888888888,25.495277777777776,27.439166666666665,0
CR-29559,Unusual file encryption activity detected on server,Access,Thor,Thor,Avengers II,Service C,Closed,High,High,High,High,2025-10-08T14:40:26.000000,2025-10-08T20:42:36.000000,2025-10-10T09:36:02.000000,1,Wednesday,0,6.036111111111111,36.89055555555556,42.92666666666667,1
CR-29560,Unusual data download volume from file server,Data,Michal,Iron Man,Avengers,Service A,Closed,High,Low,Low,Low,2025-10-08T01:31:40.000000,2025-10-08T08:18:03.000000,2025-10-09T01:23:24.000000,1,Wednesday,0,6.773055555555556,17.089166666666667,23.862222222222222,0
CR-29561,Login from decommissioned device detected in logs,Failure,Captain America,Michal,Avengers II,Service C,Closed,Low,High,High,Medium,2025-10-08T16:30:26.000000,2025-10-09T00:49:59.000000,2025-10-09T21:26:43.000000,0,Wednesday,1,8.325833333333334,20.612222222222222,28.938055555555554,1
CR-29562,Abnormal API access pattern from external client,Data,Thor,Captain America,Matrix,Service C,New,High,High,Medium,Medium,2025-10-08T04:58:49.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29563,Unusual administrative activity on domain controller,Failure,Iron Man,Michal,Matrix,Service A,Closed,High,Medium,High,High,2025-10-08T08:16:08.000000,2025-10-08T12:57:00.000000,2025-10-09T14:16:13.000000,0,Wednesday,1,4.681111111111111,25.32027777777778,30.00138888888889,1
CR-29564,Access request to restricted application reviewed,Failure,Captain America,Jan,Avengers,Service A,Closed,Medium,Medium,Medium,Medium,2025-10-08T00:59:31.000000,2025-10-08T08:39:58.000000,2025-10-09T17:55:54.000000,1,Wednesday,0,7.674166666666666,33.26555555555556,40.93972222222222,1
CR-29565,New local administrator account detected on endpoint,Access,Martin,Michal,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-10-08T18:21:08.000000,2025-10-08T22:48:27.000000,2025-10-09T08:19:44.000000,0,Wednesday,1,4.455277777777778,9.52138888888889,13.976666666666667,0
CR-29566,Account lockout due to repeated failed authentication,Software,Martin,Michal,Matrix,Service B,Closed,Medium,Low,Medium,High,2025-10-08T18:21:03.000000,2025-10-09T01:17:50.000000,2025-10-10T14:01:19.000000,1,Wednesday,0,6.9463888888888885,36.72472222222222,43.67111111111111,0
CR-29567,Firewall detected and blocked port scanning activity,Access,Martin,Jan,Avengers,Service C,In Progress,Medium,Low,Medium,Low,2025-10-08T05:43:23.000000,2025-10-08T09:30:05.000000,,0,Wednesday,1,3.7783333333333333,0.0,0.0,0
CR-29568,Account lockout due to repeated failed authentication,Network,Martin,Iron Man,Matrix,Service C,Closed,Low,High,Low,Medium,2025-10-08T02:32:18.000000,2025-10-08T09:18:56.000000,2025-10-10T03:09:11.000000,0,Wednesday,1,6.777222222222222,41.8375,48.61472222222222,1
CR-29569,Suspicious PowerShell activity detected on workstation,Data,Iron Man,Jan,Matrix,Service A,New,Low,Low,Medium,Low,2025-10-08T08:13:18.000000,,,0,Wednesday,1,0.0,0.0,0.0,0
CR-29570,External IP added to whitelist without approval,Facilities,Jan,Thor,Matrix,Service B,In Progress,Medium,Low,Medium,High,2025-10-08T08:12:43.000000,2025-10-08T10:35:16.000000,,1,Wednesday,0,2.3758333333333335,0.0,0.0,0
CR-29571,Multiple failed VPN authentication attempts from external IP,Network,Peter,Peter,Matrix,Service A,Closed,Low,Low,High,Low,2025-10-08T23:37:02.000000,2025-10-09T04:37:14.000000,2025-10-10T17:14:48.000000,1,Wednesday,0,5.003333333333333,36.62611111111111,41.629444444444445,0
CR-29572,Unauthorized attempt to disable endpoint protection,Data,Peter,Peter,Matrix,Service A,On Hold,Low,High,High,Medium,2025-10-08T19:41:52.000000,,,0,Wednesday,1,0.0,0.0,0.0,0
CR-29573,Unapproved application communicating with external server,Complaint,Jan,Captain America,Avengers II,Service B,Closed,High,Low,Medium,Low,2025-10-08T11:34:51.000000,2025-10-08T12:52:23.000000,2025-10-10T05:30:17.000000,0,Wednesday,1,1.2922222222222222,40.63166666666667,41.92388888888889,0
CR-29574,Inactive account used for login attempt,Hardware,Michal,Thor,Avengers II,Service B,Closed,High,High,Medium,High,2025-10-08T02:26:22.000000,2025-10-08T06:59:46.000000,2025-10-09T07:09:51.000000,0,Wednesday,1,4.556666666666667,24.168055555555554,28.724722222222223,1
CR-29575,Unauthorized access to shared network drive,Complaint,Captain America,Martin,Matrix,Service A,Closed,High,Medium,High,High,2025-10-08T07:30:05.000000,2025-10-08T13:43:44.000000,2025-10-09T15:39:09.000000,0,Wednesday,1,6.2275,25.92361111111111,32.15111111111111,1
CR-29576,Multiple password reset requests from same user,Software,Captain America,Jan,Matrix,Service A,Closed,High,Medium,Medium,Low,2025-10-08T19:03:54.000000,2025-10-09T03:51:55.000000,2025-10-10T06:53:31.000000,0,Wednesday,1,8.800277777777778,27.026666666666667,35.82694444444444,1
CR-29577,Malicious attachment blocked by email gateway,Data,Thor,Jan,Matrix,Service A,New,High,High,High,High,2025-10-08T11:14:58.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29578,Multiple logins from different countries within short timeframe,Failure,Thor,Martin,Matrix,Service A,Closed,Low,Medium,Low,High,2025-10-08T02:32:53.000000,2025-10-08T06:58:47.000000,2025-10-10T03:37:59.000000,1,Wednesday,0,4.431666666666667,44.653333333333336,49.085,1
CR-29579,New network share created without change request,Data,Michal,Peter,Avengers II,Service B,Closed,Medium,Medium,High,High,2025-10-08T23:49:38.000000,2025-10-09T07:49:11.000000,2025-10-09T23:24:59.000000,1,Wednesday,0,7.9925,15.596666666666666,23.589166666666667,0
CR-29580,Unusual administrative activity on domain controller,Facilities,Jan,Michal,Avengers,Service B,Closed,High,Low,Low,Low,2025-10-08T14:14:34.000000,2025-10-08T17:30:21.000000,2025-10-08T20:48:06.000000,1,Wednesday,0,3.2630555555555554,3.2958333333333334,6.558888888888889,0
CR-29581,Multiple logins from different countries within short timeframe,Facilities,Iron Man,Captain America,Avengers II,Service B,Closed,Low,High,Low,Medium,2025-10-08T19:37:21.000000,2025-10-08T22:19:58.000000,2025-10-10T12:06:24.000000,0,Wednesday,1,2.710277777777778,37.77388888888889,40.48416666666667,1
CR-29582,Endpoint reported repeated blocked exploit attempts,Complaint,Thor,Jan,Matrix,Service A,Closed,High,Low,High,Medium,2025-10-08T12:54:43.000000,2025-10-08T20:30:46.000000,2025-10-10T01:52:53.000000,0,Wednesday,1,7.600833333333333,29.36861111111111,36.96944444444444,0
CR-29583,Email forwarding rule created without user knowledge,Complaint,Martin,Michal,Avengers,Service C,Closed,Low,Medium,Medium,Medium,2025-10-08T20:20:26.000000,2025-10-08T21:56:06.000000,2025-10-09T18:54:55.000000,0,Wednesday,1,1.5944444444444446,20.98027777777778,22.57472222222222,0
CR-29584,Suspicious authentication token reuse detected,Complaint,Iron Man,Martin,Avengers II,Service A,Closed,Medium,High,Low,Low,2025-10-08T19:32:05.000000,2025-10-08T20:34:17.000000,2025-10-10T01:26:08.000000,1,Wednesday,0,1.0366666666666666,28.864166666666666,29.900833333333335,1
CR-29585,Suspicious outbound traffic to known malicious domain,Complaint,Peter,Iron Man,Avengers,Service C,Closed,High,Medium,Medium,High,2025-10-08T06:33:29.000000,2025-10-08T11:26:38.000000,2025-10-08T15:18:15.000000,1,Wednesday,0,4.885833333333333,3.8602777777777777,8.74611111111111,0
CR-29586,New network share created without change request,Failure,Thor,Martin,Matrix,Service A,Closed,Medium,High,Low,Medium,2025-10-08T01:23:15.000000,2025-10-08T07:46:24.000000,2025-10-09T08:27:08.000000,0,Wednesday,1,6.385833333333333,24.67888888888889,31.064722222222223,1
CR-29587,Compromised account password reset and user notified,Data,Martin,Michal,Avengers II,Service A,Closed,Low,Medium,High,Medium,2025-10-08T02:28:27.000000,2025-10-08T07:24:00.000000,2025-10-09T18:55:07.000000,1,Wednesday,0,4.925833333333333,35.51861111111111,40.44444444444444,1
CR-29588,Access request to restricted application reviewed,Hardware,Jan,Captain America,Avengers,Service C,Closed,High,Low,Medium,Low,2025-10-08T19:50:39.000000,2025-10-09T02:41:19.000000,2025-10-10T16:57:32.000000,1,Wednesday,0,6.844444444444444,38.27027777777778,45.11472222222222,0
CR-29589,Anomalous login pattern for service account,Network,Peter,Jan,Avengers II,Service C,Closed,Medium,Low,High,Low,2025-10-08T05:32:44.000000,2025-10-08T07:23:43.000000,2025-10-10T03:01:02.000000,0,Wednesday,1,1.8497222222222223,43.621944444444445,45.471666666666664,0
CR-29590,Unapproved connection to third-party cloud service,Failure,Captain America,Michal,Avengers II,Service A,Closed,Medium,Medium,Low,Low,2025-10-08T04:16:12.000000,2025-10-08T09:34:03.000000,2025-10-09T18:37:25.000000,1,Wednesday,0,5.2975,33.056111111111115,38.353611111111114,1
CR-29591,Unapproved remote access session initiated,Hardware,Thor,Thor,Matrix,Service A,Closed,Low,Low,Medium,Medium,2025-10-08T20:01:47.000000,2025-10-09T04:00:59.000000,2025-10-10T19:16:00.000000,1,Wednesday,0,7.986666666666666,39.250277777777775,47.23694444444445,0
CR-29592,Unapproved connection to third-party cloud service,Software,Thor,Michal,Avengers,Service B,Closed,High,High,Low,Medium,2025-10-08T16:08:16.000000,2025-10-08T22:29:27.000000,2025-10-09T22:18:38.000000,1,Wednesday,0,6.353055555555556,23.81972222222222,30.172777777777778,1
CR-29593,Denied attempt to access privileged management console,Network,Iron Man,Jan,Avengers,Service A,Closed,High,Low,High,Medium,2025-10-08T05:18:04.000000,2025-10-08T07:11:30.000000,2025-10-09T20:59:05.000000,1,Wednesday,0,1.8905555555555555,37.793055555555554,39.68361111111111,0
CR-29594,Unapproved external USB storage device connected,Complaint,Thor,Thor,Avengers II,Service A,In Progress,High,Low,Low,Medium,2025-10-08T15:41:31.000000,2025-10-08T18:50:59.000000,,0,Wednesday,1,3.1577777777777776,0.0,0.0,0
CR-29595,Suspicious outbound traffic to known malicious domain,Access,Thor,Thor,Matrix,Service C,Closed,Low,Low,High,Low,2025-10-08T04:42:08.000000,2025-10-08T08:06:45.000000,2025-10-08T19:55:06.000000,1,Wednesday,0,3.410277777777778,11.805833333333334,15.216111111111111,0
CR-29596,Malicious JavaScript detected on visited webpage,Complaint,Michal,Thor,Matrix,Service C,Closed,Medium,Medium,Low,Low,2025-10-08T16:38:42.000000,2025-10-08T17:54:42.000000,2025-10-10T07:13:23.000000,0,Wednesday,1,1.2666666666666666,37.31138888888889,38.57805555555556,1
CR-29597,Email forwarding rule created without user knowledge,Failure,Jan,Michal,Matrix,Service C,Closed,High,Medium,High,Medium,2025-10-08T08:07:22.000000,2025-10-08T10:15:59.000000,2025-10-08T13:32:38.000000,1,Wednesday,0,2.143611111111111,3.2775,5.421111111111111,0
CR-29598,Unusual traffic to anonymization service detected,Failure,Thor,Jan,Matrix,Service A,Closed,Low,High,High,Low,2025-10-08T16:09:46.000000,2025-10-08T21:46:09.000000,2025-10-10T08:59:41.000000,0,Wednesday,1,5.606388888888889,35.22555555555556,40.831944444444446,1
CR-29599,Access request to restricted application reviewed,Access,Martin,Captain America,Avengers II,Service B,Closed,Medium,Medium,Low,High,2025-10-08T03:02:23.000000,2025-10-08T07:21:14.000000,2025-10-09T16:49:24.000000,1,Wednesday,0,4.314166666666667,33.46944444444444,37.783611111111114,1
CR-29600,Phishing email reported by employee,Network,Michal,Michal,Matrix,Service B,In Progress,Medium,Medium,High,Low,2025-10-08T08:57:27.000000,2025-10-08T13:55:36.000000,,0,Wednesday,1,4.969166666666666,0.0,0.0,0
CR-29601,Privilege escalation attempt on production server,Facilities,Captain America,Captain America,Avengers,Service B,Closed,Low,Low,Low,High,2025-10-08T10:10:01.000000,2025-10-08T12:31:21.000000,2025-10-09T18:38:30.000000,1,Wednesday,0,2.3555555555555556,30.119166666666665,32.47472222222222,0
CR-29602,New local administrator account detected on endpoint,Complaint,Thor,Jan,Avengers,Service B,Closed,Low,High,Medium,Low,2025-10-08T22:38:46.000000,2025-10-09T01:36:45.000000,2025-10-10T09:14:53.000000,1,Wednesday,0,2.966388888888889,31.635555555555555,34.60194444444444,1
CR-29603,Phishing email reported by employee,Facilities,Jan,Thor,Matrix,Service A,Closed,Medium,Medium,High,Low,2025-10-08T06:18:41.000000,2025-10-08T14:40:25.000000,2025-10-09T01:04:39.000000,0,Wednesday,1,8.362222222222222,10.403888888888888,18.766111111111112,0
CR-29604,Email forwarding rule created without user knowledge,Facilities,Captain America,Jan,Avengers II,Service B,Closed,High,Medium,High,Medium,2025-10-08T04:35:28.000000,2025-10-08T10:45:49.000000,2025-10-08T16:46:47.000000,1,Wednesday,0,6.1725,6.016111111111111,12.188611111111111,0
CR-29605,Brute force attack detected on remote access gateway,Software,Michal,Captain America,Matrix,Service B,Closed,High,High,Medium,Low,2025-10-08T17:59:11.000000,2025-10-09T02:05:58.000000,2025-10-10T10:07:05.000000,1,Wednesday,0,8.113055555555556,32.01861111111111,40.13166666666667,1
CR-29606,Email account used to send large volume of external messages,Complaint,Thor,Captain America,Avengers II,Service C,Closed,High,High,High,Medium,2025-10-08T10:53:23.000000,2025-10-08T18:00:54.000000,2025-10-09T15:19:15.000000,1,Wednesday,0,7.125277777777778,21.305833333333332,28.43111111111111,1
CR-29607,Endpoint antivirus detected and quarantined malware,Network,Peter,Iron Man,Matrix,Service A,Closed,Medium,Low,High,Low,2025-10-08T20:52:16.000000,2025-10-09T02:21:17.000000,2025-10-10T04:24:20.000000,0,Wednesday,1,5.483611111111111,26.050833333333333,31.534444444444443,0
CR-29608,External IP added to whitelist without approval,Software,Iron Man,Iron Man,Matrix,Service A,Closed,High,Medium,High,Low,2025-10-08T22:48:13.000000,2025-10-09T03:27:46.000000,2025-10-09T12:58:33.000000,0,Wednesday,1,4.659166666666667,9.513055555555555,14.172222222222222,0
CR-29609,New local administrator account detected on endpoint,Complaint,Iron Man,Peter,Matrix,Service A,Closed,Low,Low,Low,Low,2025-10-08T02:00:58.000000,2025-10-08T07:29:53.000000,2025-10-09T22:17:23.000000,0,Wednesday,1,5.481944444444444,38.791666666666664,44.27361111111111,0
CR-29610,New network share created without change request,Access,Martin,Thor,Avengers,Service C,Closed,High,Low,Low,Low,2025-10-08T21:23:45.000000,2025-10-09T02:03:13.000000,2025-10-09T09:17:58.000000,0,Wednesday,1,4.657777777777778,7.245833333333334,11.903611111111111,0
CR-29611,Malicious attachment blocked by email gateway,Software,Jan,Thor,Matrix,Service C,Closed,Low,High,High,Medium,2025-10-08T04:52:21.000000,2025-10-08T06:36:58.000000,2025-10-09T03:45:49.000000,0,Wednesday,1,1.743611111111111,21.1475,22.891111111111112,1
CR-29612,External IP added to whitelist without approval,Access,Martin,Martin,Avengers II,Service B,On Hold,Medium,Medium,Low,Low,2025-10-08T23:35:10.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29613,Access request to restricted application reviewed,Hardware,Michal,Peter,Avengers II,Service C,Closed,Low,Medium,Low,Low,2025-10-08T12:50:02.000000,2025-10-08T15:05:23.000000,2025-10-09T01:40:49.000000,0,Wednesday,1,2.2558333333333334,10.590555555555556,12.846388888888889,0
CR-29614,Abnormal API access pattern from external client,Software,Peter,Martin,Avengers,Service A,Closed,Low,High,High,Low,2025-10-08T23:00:40.000000,2025-10-09T01:34:30.000000,2025-10-10T12:57:54.000000,1,Wednesday,0,2.563888888888889,35.39,37.95388888888889,1
CR-29615,Email account used to send large volume of external messages,Access,Jan,Martin,Avengers II,Service C,Closed,High,High,Medium,High,2025-10-08T08:31:16.000000,2025-10-08T14:03:25.000000,2025-10-08T16:53:12.000000,1,Wednesday,0,5.535833333333334,2.8297222222222222,8.365555555555556,0
CR-29616,Unapproved external USB storage device connected,Failure,Jan,Thor,Matrix,Service B,On Hold,High,Low,Medium,Low,2025-10-08T16:07:33.000000,,,1,Wednesday,0,0.0,0.0,0.0,0
CR-29617,Network scan originating from internal segment detected,Failure,Michal,Michal,Avengers,Service B,Closed,High,High,Medium,High,2025-10-08T02:06:03.000000,2025-10-08T09:30:17.000000,2025-10-09T17:48:05.000000,0,Wednesday,1,7.403888888888889,32.29666666666667,39.70055555555555,1
CR-29618,Multiple failed VPN authentication attempts from external IP,Hardware,Thor,Michal,Avengers II,Service A,Closed,Medium,Medium,High,High,2025-10-08T23:01:32.000000,2025-10-09T01:34:27.000000,2025-10-09T05:58:54.000000,1,Wednesday,0,2.548611111111111,4.4075,6.956111111111111,0
CR-29619,Unapproved external USB storage device connected,Complaint,Captain America,Martin,Avengers,Service B,Closed,Low,High,Low,Medium,2025-10-08T02:10:01.000000,2025-10-08T07:36:29.000000,2025-10-08T22:15:17.000000,1,Wednesday,0,5.441111111111111,14.646666666666667,20.087777777777777,1
CR-29620,Compromised account password reset and user notified,Access,Martin,Martin,Avengers,Service C,Closed,High,Low,High,Low,2025-10-08T15:12:54.000000,2025-10-08T19:46:51.000000,2025-10-10T08:38:52.000000,1,Wednesday,0,4.565833333333333,36.86694444444444,41.43277777777778,0
CR-29621,Ransomware behavior detected and contained on endpoint,Complaint,Iron Man,Michal,Avengers II,Service C,Closed,Medium,High,Medium,High,2025-10-08T15:55:58.000000,2025-10-08T19:39:19.000000,2025-10-08T22:40:42.000000,0,Wednesday,1,3.7225,3.0230555555555556,6.745555555555556,0
CR-29622,Certificate validation failure on secure connection,Software,Iron Man,Iron Man,Avengers,Service C,Closed,Low,Low,High,Low,2025-10-08T23:56:01.000000,2025-10-09T01:27:24.000000,2025-10-10T08:33:32.000000,1,Wednesday,0,1.5230555555555556,31.10222222222222,32.625277777777775,0
CR-29623,Brute force attack detected on remote access gateway,Hardware,Jan,Captain America,Avengers II,Service B,Closed,Low,High,Medium,High,2025-10-08T13:41:18.000000,2025-10-08T19:16:39.000000,2025-10-09T15:14:10.000000,0,Wednesday,1,5.589166666666666,19.95861111111111,25.547777777777778,1
CR-29624,Unexpected configuration change on security appliance,Network,Thor,Peter,Matrix,Service A,Closed,Low,Medium,High,Medium,2025-10-08T13:07:42.000000,2025-10-08T19:39:25.000000,2025-10-10T02:37:35.000000,1,Wednesday,0,6.528611111111111,30.969444444444445,37.49805555555555,1
CR-29625,Unapproved connection to third-party cloud service,Data,Iron Man,Iron Man,Matrix,Service A,New,Low,Medium,High,Low,2025-10-08T05:02:55.000000,,,0,Wednesday,1,0.0,0.0,0.0,0
CR-29626,Security policy violation on mobile device,Software,Michal,Martin,Avengers,Service A,Closed,High,High,High,Medium,2025-10-08T14:06:20.000000,2025-10-08T21:23:49.000000,2025-10-10T18:09:16.000000,1,Wednesday,0,7.291388888888889,44.7575,52.04888888888889,1
CR-29627,Suspicious authentication attempts to database server,Network,Captain America,Michal,Avengers,Service A,Closed,High,Medium,Medium,Low,2025-10-08T08:07:34.000000,2025-10-08T13:33:26.000000,2025-10-08T22:44:50.000000,1,Wednesday,0,5.431111111111111,9.19,14.62111111111111,0
CR-29628,Suspicious authentication attempts to database server,Complaint,Thor,Iron Man,Avengers,Service C,Closed,Medium,Low,Medium,Low,2025-10-08T19:36:27.000000,2025-10-09T04:00:53.000000,2025-10-10T12:51:17.000000,0,Wednesday,1,8.407222222222222,32.84,41.24722222222222,0
CR-29629,Unapproved connection to third-party cloud service,Data,Peter,Peter,Avengers,Service B,Closed,High,Medium,Medium,Medium,2025-10-08T23:17:13.000000,2025-10-09T06:28:56.000000,2025-10-10T15:20:59.000000,0,Wednesday,1,7.195277777777778,32.8675,40.062777777777775,1
CR-29630,Unusual spike in security alerts for single user,Complaint,Michal,Peter,Matrix,Service A,Closed,Low,High,High,High,2025-10-08T22:51:19.000000,2025-10-09T05:10:35.000000,2025-10-10T15:43:49.000000,1,Wednesday,0,6.321111111111111,34.55388888888889,40.875,1
CR-29631,Multiple failed login attempts detected on user account,Software,Iron Man,Captain America,Avengers II,Service B,Closed,Medium,Low,Low,High,2025-10-08T07:39:08.000000,2025-10-08T11:18:26.000000,2025-10-08T14:06:31.000000,0,Wednesday,1,3.655,2.801388888888889,6.456388888888889,0
CR-29632,Suspicious modification of registry keys on workstation,Software,Captain America,Peter,Avengers II,Service C,Closed,Medium,Medium,High,Low,2025-10-08T15:51:36.000000,2025-10-08T18:10:11.000000,2025-10-09T14:16:32.000000,0,Wednesday,1,2.3097222222222222,20.105833333333333,22.415555555555557,0
CR-29633,Blocked attempt to upload sensitive data to cloud storage,Data,Captain America,Martin,Matrix,Service B,Closed,Medium,High,High,Low,2025-10-08T02:08:21.000000,2025-10-08T08:36:44.000000,2025-10-09T07:30:22.000000,0,Wednesday,1,6.473055555555556,22.89388888888889,29.366944444444446,1
CR-29634,Ransomware behavior detected and contained on endpoint,Facilities,Jan,Martin,Avengers II,Service C,In Progress,Medium,High,Low,High,2025-10-08T07:50:20.000000,2025-10-08T14:44:35.000000,,1,Wednesday,0,6.904166666666667,0.0,0.0,0
CR-29635,Abnormal outbound DNS requests from single host,Software,Thor,Iron Man,Avengers II,Service C,Closed,Medium,Low,Low,High,2025-10-08T04:32:30.000000,2025-10-08T10:44:12.000000,2025-10-08T16:16:03.000000,1,Wednesday,0,6.195,5.530833333333334,11.725833333333334,0
CR-29636,Unusual VPN connection outside normal working hours,Data,Thor,Michal,Matrix,Service C,Closed,Medium,High,High,Medium,2025-10-08T23:43:10.000000,2025-10-09T02:27:08.000000,2025-10-09T05:19:16.000000,1,Wednesday,0,2.7327777777777778,2.868888888888889,5.601666666666667,0
CR-29637,Ransomware behavior detected and contained on endpoint,Access,Jan,Peter,Avengers II,Service C,New,Medium,Medium,Low,Medium,2025-10-08T22:36:56.000000,,,0,Wednesday,1,0.0,0.0,0.0,0
CR-29638,Unsupported legacy protocol usage detected in network traffic,Access,Iron Man,Martin,Avengers II,Service C,Closed,Low,Low,Medium,High,2025-10-08T01:55:30.000000,2025-10-08T06:50:19.000000,2025-10-08T23:43:08.000000,0,Wednesday,1,4.913611111111111,16.880277777777778,21.79388888888889,0
CR-29639,Compromised account password reset and user notified,Software,Martin,Jan,Avengers,Service B,Closed,High,Medium,High,Medium,2025-10-08T08:11:55.000000,2025-10-08T16:18:35.000000,2025-10-09T02:01:04.000000,1,Wednesday,0,8.11111111111111,9.708055555555555,17.819166666666668,0
CR-29640,Ransomware behavior detected and contained on endpoint,Complaint,Martin,Peter,Avengers II,Service B,Closed,Medium,High,Medium,Low,2025-10-08T13:59:11.000000,2025-10-08T21:03:25.000000,2025-10-09T02:43:59.000000,0,Wednesday,1,7.070555555555556,5.676111111111111,12.746666666666666,0
CR-29641,Abnormal API access pattern from external client,Failure,Peter,Michal,Matrix,Service C,Closed,High,Low,Medium,High,2025-10-08T22:46:16.000000,2025-10-09T02:57:43.000000,2025-10-10T01:23:44.000000,0,Wednesday,1,4.190833333333333,22.433611111111112,26.624444444444446,0
CR-29642,Multiple failed login attempts detected on user account,Data,Iron Man,Thor,Avengers II,Service C,Closed,High,Medium,Medium,Medium,2025-10-08T10:45:16.000000,2025-10-08T13:34:16.000000,2025-10-10T01:29:41.000000,0,Wednesday,1,2.816666666666667,35.923611111111114,38.74027777777778,1
CR-29643,Unusual access pattern to customer data records,Software,Michal,Iron Man,Avengers II,Service A,Closed,High,Medium,Low,Low,2025-10-08T23:36:09.000000,2025-10-09T06:02:27.000000,2025-10-10T19:02:50.000000,1,Wednesday,0,6.4383333333333335,37.006388888888885,43.444722222222225,1
CR-29644,Inactive account used for login attempt,Software,Thor,Michal,Avengers II,Service B,Closed,High,Low,High,High,2025-10-08T15:36:44.000000,2025-10-08T22:58:22.000000,2025-10-09T09:17:09.000000,0,Wednesday,1,7.360555555555556,10.313055555555556,17.67361111111111,0
CR-29645,Abnormal API access pattern from external client,Hardware,Thor,Martin,Avengers,Service A,Closed,Low,Medium,Low,Low,2025-10-08T20:55:25.000000,2025-10-09T04:46:37.000000,2025-10-10T09:12:04.000000,0,Wednesday,1,7.8533333333333335,28.424166666666668,36.2775,1
CR-29646,Blocked attempt to upload sensitive data to cloud storage,Access,Martin,Jan,Avengers II,Service A,In Progress,Medium,Medium,Medium,Medium,2025-10-08T19:35:57.000000,2025-10-09T00:07:25.000000,,1,Wednesday,0,4.524444444444445,0.0,0.0,0
CR-29647,Web proxy blocked access to high-risk website,Hardware,Martin,Martin,Matrix,Service B,Closed,Medium,Medium,Medium,Medium,2025-10-08T05:52:34.000000,2025-10-08T09:18:38.000000,2025-10-09T02:06:20.000000,1,Wednesday,0,3.4344444444444444,16.795,20.229444444444443,0
CR-29648,Network scan originating from internal segment detected,Access,Captain America,Captain America,Matrix,Service A,New,Medium,Low,Medium,Low,2025-10-08T18:30:30.000000,,,0,Wednesday,1,0.0,0.0,0.0,0
CR-29649,Network scan originating from internal segment detected,Software,Captain America,Martin,Avengers II,Service C,Closed,High,Medium,Low,Low,2025-10-08T16:43:43.000000,2025-10-08T21:01:09.000000,2025-10-09T06:26:06.000000,0,Wednesday,1,4.290555555555556,9.415833333333333,13.706388888888888,0
CR-29650,Multiple devices reporting same malware signature,Network,Captain America,Peter,Matrix,Service C,Closed,High,High,Low,Medium,2025-10-08T11:18:10.000000,2025-10-08T16:05:08.000000,2025-10-09T22:33:52.000000,0,Wednesday,1,4.782777777777778,30.47888888888889,35.26166666666666,1
CR-29651,Multiple password reset requests from same user,Complaint,Iron Man,Captain America,Avengers,Service A,Closed,Medium,High,Low,Medium,2025-10-08T22:11:45.000000,2025-10-09T05:26:39.000000,2025-10-10T02:41:09.000000,1,Wednesday,0,7.248333333333333,21.241666666666667,28.49,1
CR-29652,Suspicious outbound traffic to known malicious domain,Failure,Peter,Iron Man,Avengers II,Service B,In Progress,High,High,Medium,Medium,2025-10-08T04:50:01.000000,2025-10-08T09:33:29.000000,,0,Wednesday,1,4.724444444444444,0.0,0.0,0
CR-29653,Suspicious file execution blocked by application control,Data,Michal,Jan,Avengers II,Service A,Closed,High,Low,Medium,Low,2025-10-08T07:36:02.000000,2025-10-08T12:32:38.000000,2025-10-10T06:22:36.000000,0,Wednesday,1,4.943333333333333,41.83277777777778,46.77611111111111,0
