Number,Type of Payment,Process,System,Volume,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
INC-2025-48818,Proces X,Proces X,SOLEMOS,231,People,Dwayne Johnson,Closed,Medium,Medium,Low,Monday,2025-12-29T10:13:13.000000,2025-12-29T10:33:13.000000,2025-12-30T01:57:47.410682,2025-12-30T03:24:47.410682
INC-2025-48819,Proces X,Proces X,SOLEMOS,119,People,Mark,Closed,High,High,High,Monday,2025-12-29T21:07:01.000000,2025-12-29T21:46:01.000000,2025-12-30T13:12:13.910052,2025-12-30T13:28:13.910052
INC-2025-48820,Money Rates,Money Rates,SOLEMOS,5,Avengers,Iron Man,Closed,Low,Low,Low,Monday,2025-12-29T03:12:12.000000,2025-12-29T04:14:12.000000,2026-01-01T19:25:04.761443,2026-01-01T20:17:04.761443
INC-2025-48821,Money Rates,Money Rates,SOLEMOS,10,Avengers,Thor,Closed,Critical,High,Medium,Monday,2025-12-29T13:45:40.000000,2025-12-29T14:33:40.000000,2025-12-29T16:20:16.556587,2025-12-29T17:15:16.556587
INC-2025-48822,International Transfer,International Transfer,Stargate,11,Avengers,Hulk,Closed,Critical,Medium,High,Monday,2025-12-29T14:45:32.000000,2025-12-29T15:35:32.000000,2025-12-29T16:10:03.092453,2025-12-29T16:52:03.092453
INC-2025-48823,Domestic Payment,Domestic Payment,STP CAT,10636,DC,Punisher,Closed,Low,Low,Low,Monday,2025-12-29T14:33:05.000000,2025-12-29T15:38:05.000000,2026-01-02T00:41:16.645395,2026-01-02T02:04:16.645395
INC-2025-48824,SEPA Payment,SEPA Payment,STP CAT,96162,DC,Dr. X,Closed,Medium,Medium,Low,Monday,2025-12-29T08:03:42.000000,2025-12-29T09:11:42.000000,2025-12-30T01:36:18.140725,2025-12-30T02:02:18.140725
INC-2025-48825,Domestic Payment,Domestic Payment,STP CAT,17850,People,Dwayne Johnson,Closed,Medium,Low,Medium,Monday,2025-12-29T15:06:25.000000,2025-12-29T16:18:25.000000,2025-12-30T00:05:23.943515,2025-12-30T00:41:23.943515
INC-2025-48826,Domestic Payment,Domestic Payment,STP CAT,2728,DC,Aquaman,Closed,High,Medium,Medium,Monday,2025-12-29T13:13:48.000000,2025-12-29T13:25:48.000000,2025-12-30T03:37:05.769867,2025-12-30T04:20:05.769867
INC-2025-48827,SEPA Payment,SEPA Payment,STP CAT,21619,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-12-29T14:17:49.000000,2025-12-29T14:42:49.000000,2025-12-29T17:19:57.451010,2025-12-29T18:38:57.451010
INC-2025-48828,International Transfer,International Transfer,Stargate,8,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-12-29T06:19:48.000000,2025-12-29T06:47:48.000000,2025-12-29T19:47:20.543449,2025-12-29T20:51:20.543449
INC-2025-48829,Basic Payment,Basic Payment,STP CAT,1954,DC,Punisher,Closed,Critical,High,High,Monday,2025-12-29T12:01:21.000000,2025-12-29T13:02:21.000000,2025-12-29T16:23:55.640400,2025-12-29T17:42:55.640400
INC-2025-48830,Domestic Payment,Domestic Payment,STP CAT,5560,People,Scarlett Johansson,Closed,Low,Low,Low,Monday,2025-12-29T19:25:52.000000,2025-12-29T20:23:52.000000,2025-12-31T00:49:23.060810,2025-12-31T01:25:23.060810
INC-2025-48831,Proces X,Proces X,STP CAT,129,People,Dwayne Johnson,Closed,Medium,Low,Low,Monday,2025-12-29T06:55:20.000000,2025-12-29T07:08:20.000000,2025-12-30T01:02:14.388501,2025-12-30T02:10:14.388501
INC-2025-48832,Basic Payment,Basic Payment,STP CAT,1239,People,Mark,Closed,Medium,Medium,Medium,Monday,2025-12-29T09:05:31.000000,2025-12-29T10:10:31.000000,2025-12-30T05:40:10.703873,2025-12-30T06:12:10.703873
INC-2025-48833,Money Rates,Money Rates,SOLEMOS,8,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-12-29T20:40:29.000000,2025-12-29T21:48:29.000000,2025-12-29T23:15:55.033408,2025-12-30T00:13:55.033408
INC-2025-48834,Domestic Payment,Domestic Payment,STP CAT,8683,DC,Aquaman,Closed,High,Medium,High,Monday,2025-12-29T08:33:05.000000,2025-12-29T09:10:05.000000,2025-12-29T16:57:31.857717,2025-12-29T17:22:31.857717
INC-2025-48835,SEPA Payment,SEPA Payment,STP CAT,96155,Avengers,Iron Man,Closed,High,High,High,Monday,2025-12-29T06:43:12.000000,2025-12-29T07:57:12.000000,2025-12-30T00:21:05.618519,2025-12-30T01:22:05.618519
INC-2025-48836,International Transfer,International Transfer,Stargate,31,Avengers,Hulk,Closed,High,Medium,Medium,Monday,2025-12-29T09:01:06.000000,2025-12-29T10:06:06.000000,2025-12-29T16:38:20.715023,2025-12-29T17:21:20.715023
INC-2025-48837,Proces X,Proces X,SOLEMOS,19,People,Dwayne Johnson,Closed,Medium,Medium,Medium,Monday,2025-12-29T17:07:25.000000,2025-12-29T18:02:25.000000,2025-12-31T05:09:35.308320,2025-12-31T05:41:35.308320
INC-2025-48838,Basic Payment,Basic Payment,STP CAT,401,People,Dwayne Johnson,On Hold,Medium,Low,Low,Monday,2025-12-29T13:51:22.000000,,,
INC-2025-48839,Money Rates,Money Rates,SOLEMOS,5,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-12-29T14:52:26.000000,2025-12-29T15:52:26.000000,2025-12-29T21:20:23.618830,2025-12-29T21:48:23.618830
INC-2025-48840,International Transfer,International Transfer,Stargate,35,People,Kevin Hart,Closed,High,Medium,High,Monday,2025-12-29T09:29:29.000000,2025-12-29T09:55:29.000000,2025-12-29T21:58:48.210674,2025-12-29T22:15:48.210674
INC-2025-48841,Proces X,Proces X,SOLEMOS,237,Avengers,Thor,Closed,Low,Low,Low,Monday,2025-12-29T09:04:09.000000,2025-12-29T10:04:09.000000,2026-01-01T18:45:11.525690,2026-01-01T19:45:11.525690
INC-2025-48842,Proces X,Proces X,SOLEMOS,189,DC,Batman,Closed,Medium,Low,Medium,Monday,2025-12-29T14:30:27.000000,2025-12-29T15:47:27.000000,2025-12-30T14:51:48.899965,2025-12-30T15:33:48.899965
INC-2025-48843,Basic Payment,Basic Payment,STP CAT,2722,People,Jackie Chan,Closed,Medium,Medium,Low,Monday,2025-12-29T14:27:57.000000,2025-12-29T15:06:57.000000,2025-12-30T03:40:38.740890,2025-12-30T04:35:38.740890
INC-2025-48844,Domestic Payment,Domestic Payment,STP CAT,18938,DC,Dr. X,Closed,Medium,Medium,Low,Monday,2025-12-29T04:43:28.000000,2025-12-29T05:23:28.000000,2025-12-29T14:48:24.941744,2025-12-29T15:03:24.941744
INC-2025-48845,Domestic Payment,Domestic Payment,STP CAT,1722,DC,Dr. X,Closed,High,High,Medium,Monday,2025-12-29T13:40:59.000000,2025-12-29T14:56:59.000000,2025-12-29T18:50:51.893693,2025-12-29T19:19:51.893693
INC-2025-48846,Money Rates,Money Rates,SOLEMOS,6,People,The Rock,Closed,High,High,Medium,Monday,2025-12-29T00:39:56.000000,2025-12-29T01:26:56.000000,2025-12-29T07:16:21.813979,2025-12-29T08:02:21.813979
INC-2025-48847,Domestic Payment,Domestic Payment,STP CAT,14892,People,Mark,Closed,Medium,Medium,Medium,Monday,2025-12-29T15:48:02.000000,2025-12-29T16:43:02.000000,2025-12-30T15:44:48.739880,2025-12-30T16:46:48.739880
INC-2025-48848,Basic Payment,Basic Payment,STP CAT,490,DC,Dr. X,Closed,Medium,Medium,Low,Monday,2025-12-29T04:31:15.000000,2025-12-29T05:47:15.000000,2025-12-30T05:49:03.956671,2025-12-30T06:30:03.956671
INC-2025-48849,Money Rates,Money Rates,SOLEMOS,7,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-12-29T11:15:52.000000,2025-12-29T12:08:52.000000,2025-12-30T00:48:23.519137,2025-12-30T01:31:23.519137
INC-2025-48850,Money Rates,Money Rates,SOLEMOS,4,DC,Batman,Closed,High,Medium,Medium,Monday,2025-12-29T22:19:32.000000,2025-12-29T23:08:32.000000,2025-12-30T05:50:32.352781,2025-12-30T07:04:32.352781
INC-2025-48851,Basic Payment,Basic Payment,STP CAT,2732,DC,Batman,Closed,Medium,Medium,Medium,Monday,2025-12-29T03:03:07.000000,2025-12-29T03:44:07.000000,2025-12-30T06:22:48.739321,2025-12-30T07:39:48.739321
INC-2025-48852,Money Rates,Money Rates,SOLEMOS,3,DC,Punisher,Closed,High,High,Medium,Monday,2025-12-29T11:50:51.000000,2025-12-29T12:32:51.000000,2025-12-29T14:59:59.606418,2025-12-29T15:40:59.606418
INC-2025-48853,Proces X,Proces X,SOLEMOS,250,People,The Rock,Closed,Medium,Medium,Medium,Monday,2025-12-29T21:51:20.000000,2025-12-29T22:51:20.000000,2025-12-31T06:08:51.376269,2025-12-31T07:02:51.376269
INC-2025-48854,International Transfer,International Transfer,Stargate,42,Avengers,Thor,Closed,Low,Low,Low,Monday,2025-12-29T11:48:35.000000,2025-12-29T13:03:35.000000,2025-12-30T14:26:48.399558,2025-12-30T14:46:48.399558
INC-2025-48855,Money Rates,Money Rates,SOLEMOS,1,Avengers,Iron Man,Closed,Critical,High,High,Monday,2025-12-29T15:54:43.000000,2025-12-29T17:16:43.000000,2025-12-29T17:32:52.505213,2025-12-29T18:53:52.505213
INC-2025-48856,SEPA Payment,SEPA Payment,STP CAT,88266,Avengers,Hulk,Closed,Critical,High,High,Monday,2025-12-29T15:12:15.000000,2025-12-29T16:01:15.000000,2025-12-29T19:36:17.977341,2025-12-29T20:18:17.977341
INC-2025-48857,Proces X,Proces X,SOLEMOS,197,DC,Dr. X,Closed,Critical,High,High,Monday,2025-12-29T09:37:40.000000,2025-12-29T09:59:40.000000,2025-12-29T13:32:41.403952,2025-12-29T14:43:41.403952
INC-2025-48858,International Transfer,International Transfer,Stargate,45,Avengers,Doctor Strange,Closed,Medium,Low,Low,Monday,2025-12-29T22:51:24.000000,2025-12-29T23:57:24.000000,2025-12-30T16:07:20.176277,2025-12-30T17:13:20.176277
INC-2025-48859,International Transfer,International Transfer,Stargate,1,Avengers,Doctor Strange,New,High,Medium,High,Monday,2025-12-29T13:39:25.000000,,,
INC-2025-48860,Money Rates,Money Rates,SOLEMOS,4,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-12-29T17:05:41.000000,2025-12-29T17:24:41.000000,2025-12-30T04:12:12.591215,2025-12-30T05:37:12.591215
INC-2025-48861,Proces X,Proces X,STP CAT,105,People,Jackie Chan,Closed,Medium,Medium,Medium,Monday,2025-12-29T16:49:44.000000,2025-12-29T17:50:44.000000,2025-12-29T23:58:04.515966,2025-12-30T00:42:04.515966
INC-2025-48862,Domestic Payment,Domestic Payment,STP CAT,17450,DC,Aquaman,Closed,Medium,Medium,Medium,Monday,2025-12-29T14:20:39.000000,2025-12-29T15:36:39.000000,2025-12-31T03:22:26.107053,2025-12-31T04:36:26.107053
INC-2025-48863,SEPA Payment,SEPA Payment,Stargate,65936,Avengers,Thor,On Hold,Critical,High,Medium,Monday,2025-12-29T11:20:45.000000,,,
INC-2025-48864,Money Rates,Money Rates,SOLEMOS,7,Avengers,Hulk,In Progress,Low,Low,Low,Monday,2025-12-29T14:41:10.000000,2025-12-29T15:07:10.000000,,
INC-2025-48865,Basic Payment,Basic Payment,STP CAT,2924,DC,Batman,Closed,Low,Low,Low,Monday,2025-12-29T00:45:45.000000,2025-12-29T01:41:45.000000,2025-12-31T05:19:25.158971,2025-12-31T05:50:25.158971
INC-2025-48866,SEPA Payment,SEPA Payment,STP CAT,14927,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-12-29T21:08:32.000000,2025-12-29T22:09:32.000000,2025-12-30T00:40:03.131912,2025-12-30T02:08:03.131912
INC-2025-48867,Domestic Payment,Domestic Payment,STP CAT,3626,DC,Aquaman,Closed,Medium,Medium,Medium,Monday,2025-12-29T15:58:25.000000,2025-12-29T16:26:25.000000,2025-12-30T21:30:13.132985,2025-12-30T21:55:13.132985
INC-2025-48868,Proces X,Proces X,SOLEMOS,217,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Monday,2025-12-29T04:44:30.000000,2025-12-29T05:42:30.000000,2025-12-30T17:21:40.642680,2025-12-30T17:43:40.642680
INC-2025-48869,Proces X,Proces X,STP CAT,225,Avengers,Thor,Closed,Medium,Low,Medium,Monday,2025-12-29T08:56:44.000000,2025-12-29T10:21:44.000000,2025-12-29T23:04:31.743324,2025-12-30T00:02:31.743324
INC-2025-48870,Domestic Payment,Domestic Payment,STP CAT,239,DC,Batman,Closed,Low,Low,Low,Monday,2025-12-29T10:32:14.000000,2025-12-29T11:53:14.000000,2026-01-01T21:58:55.642836,2026-01-01T22:32:55.642836
INC-2025-48871,Money Rates,Money Rates,SOLEMOS,10,Avengers,Hulk,Closed,Medium,Medium,Low,Monday,2025-12-29T17:54:13.000000,2025-12-29T18:56:13.000000,2025-12-31T05:28:44.689469,2025-12-31T06:38:44.689469
INC-2025-48872,Domestic Payment,Domestic Payment,STP CAT,9541,DC,Dr. X,Closed,High,High,Low,Monday,2025-12-29T18:22:41.000000,2025-12-29T19:21:41.000000,2025-12-30T04:53:05.883597,2025-12-30T05:18:05.883597
INC-2025-48873,Domestic Payment,Domestic Payment,STP CAT,2121,DC,Aquaman,Closed,High,Medium,Medium,Monday,2025-12-29T12:12:44.000000,2025-12-29T13:16:44.000000,2025-12-30T01:34:18.813932,2025-12-30T02:22:18.813932
INC-2025-48874,Basic Payment,Basic Payment,STP CAT,4241,People,Jackie Chan,Closed,Low,Low,Low,Monday,2025-12-29T03:56:30.000000,2025-12-29T05:14:30.000000,2025-12-31T22:48:02.636895,2025-12-31T23:56:02.636895
INC-2025-48875,Money Rates,Money Rates,SOLEMOS,8,Avengers,Hulk,Closed,Medium,Medium,Medium,Monday,2025-12-29T15:09:55.000000,2025-12-29T15:26:55.000000,2025-12-30T04:52:31.994173,2025-12-30T06:18:31.994173
INC-2025-48876,Domestic Payment,Domestic Payment,STP CAT,14847,DC,Dr. X,New,Medium,Low,Low,Monday,2025-12-29T15:57:30.000000,,,
INC-2025-48877,Domestic Payment,Domestic Payment,STP CAT,10670,People,Kevin Hart,Closed,Low,Low,Low,Monday,2025-12-29T14:18:14.000000,2025-12-29T14:47:14.000000,2025-12-31T22:49:24.333223,2025-12-31T23:37:24.333223
INC-2025-48878,Domestic Payment,Domestic Payment,STP CAT,5485,Avengers,Thor,Closed,Low,Low,Low,Monday,2025-12-29T11:19:36.000000,2025-12-29T12:04:36.000000,2025-12-31T10:31:31.710428,2025-12-31T11:24:31.710428
INC-2025-48879,International Transfer,International Transfer,Stargate,40,Avengers,Thor,New,Medium,Medium,Low,Monday,2025-12-29T12:52:43.000000,,,
INC-2025-48880,International Transfer,International Transfer,Stargate,12,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-12-29T09:12:07.000000,2025-12-29T10:01:07.000000,2025-12-30T02:22:59.911721,2025-12-30T03:21:59.911721
INC-2025-48881,Basic Payment,Basic Payment,STP CAT,4780,People,Dwayne Johnson,Closed,Low,Low,Low,Monday,2025-12-29T21:37:10.000000,2025-12-29T22:48:10.000000,2025-12-31T07:53:55.402618,2025-12-31T08:25:55.402618
INC-2025-48882,SEPA Payment,SEPA Payment,STP CAT,15978,DC,Punisher,Closed,Medium,Medium,Medium,Monday,2025-12-29T12:27:56.000000,2025-12-29T13:50:56.000000,2025-12-30T09:36:14.210694,2025-12-30T10:05:14.210694
INC-2025-48883,International Transfer,International Transfer,Stargate,16,Avengers,Hulk,Closed,High,High,High,Monday,2025-12-29T16:35:42.000000,2025-12-29T16:46:42.000000,2025-12-29T22:53:24.380345,2025-12-29T23:26:24.380345
INC-2025-48884,SEPA Payment,SEPA Payment,Stargate,49896,DC,Dr. X,Closed,Critical,High,High,Monday,2025-12-29T22:27:23.000000,2025-12-29T23:21:23.000000,2025-12-30T01:21:27.416758,2025-12-30T01:49:27.416758
INC-2025-48885,Proces X,Proces X,SOLEMOS,119,People,Mark,Closed,Critical,Medium,High,Monday,2025-12-29T16:26:17.000000,2025-12-29T17:12:17.000000,2025-12-29T20:56:42.915592,2025-12-29T21:29:42.915592
INC-2025-48886,Domestic Payment,Domestic Payment,STP CAT,19740,DC,Punisher,Closed,Low,Low,Low,Monday,2025-12-29T03:41:45.000000,2025-12-29T04:28:45.000000,2025-12-30T11:05:14.076350,2025-12-30T12:19:14.076350
INC-2025-48887,Basic Payment,Basic Payment,STP CAT,4722,DC,Aquaman,Closed,Medium,Medium,Low,Monday,2025-12-29T12:52:07.000000,2025-12-29T14:16:07.000000,2025-12-30T16:55:39.156158,2025-12-30T17:45:39.156158
INC-2025-48888,Domestic Payment,Domestic Payment,STP CAT,6315,DC,Aquaman,Closed,High,High,Medium,Monday,2025-12-29T06:19:05.000000,2025-12-29T07:36:05.000000,2025-12-29T14:53:33.913852,2025-12-29T15:18:33.913852
INC-2025-48889,Money Rates,Money Rates,SOLEMOS,8,Avengers,Hulk,Closed,Critical,Medium,High,Monday,2025-12-29T15:36:55.000000,2025-12-29T16:54:55.000000,2025-12-29T18:24:22.813139,2025-12-29T19:01:22.813139
INC-2025-48890,Basic Payment,Basic Payment,STP CAT,1738,DC,Dr. X,New,Medium,Medium,Medium,Monday,2025-12-29T09:45:00.000000,,,
INC-2025-48891,International Transfer,International Transfer,Stargate,28,Avengers,Doctor Strange,Closed,High,High,Low,Monday,2025-12-29T13:56:21.000000,2025-12-29T15:23:21.000000,2025-12-29T19:51:12.603743,2025-12-29T20:10:12.603743
INC-2025-48892,SEPA Payment,SEPA Payment,STP CAT,19815,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-12-29T17:02:44.000000,2025-12-29T18:10:44.000000,2025-12-30T09:42:35.823934,2025-12-30T10:32:35.823934
INC-2025-48893,Domestic Payment,Domestic Payment,STP CAT,7415,DC,Punisher,Closed,Low,Low,Low,Monday,2025-12-29T15:02:15.000000,2025-12-29T15:35:15.000000,2025-12-30T13:29:58.218058,2025-12-30T14:52:58.218058
INC-2025-48894,Basic Payment,Basic Payment,STP CAT,1724,DC,Batman,Closed,Low,Low,Low,Monday,2025-12-29T17:45:23.000000,2025-12-29T17:57:23.000000,2026-01-01T08:45:50.878957,2026-01-01T09:30:50.878957
INC-2025-48895,Money Rates,Money Rates,SOLEMOS,8,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-12-29T20:49:40.000000,2025-12-29T22:15:40.000000,2025-12-30T20:41:25.290956,2025-12-30T21:21:25.290956
INC-2025-48896,SEPA Payment,SEPA Payment,Stargate,16041,Avengers,Thor,Closed,Critical,High,High,Monday,2025-12-29T14:27:23.000000,2025-12-29T15:54:23.000000,2025-12-29T18:29:45.486584,2025-12-29T18:52:45.486584
INC-2025-48897,Money Rates,Money Rates,SOLEMOS,5,People,Jackie Chan,Closed,Medium,Medium,Medium,Monday,2025-12-29T08:16:07.000000,2025-12-29T08:58:07.000000,2025-12-30T20:22:40.033892,2025-12-30T21:00:40.033892
INC-2025-48898,Domestic Payment,Domestic Payment,STP CAT,2200,DC,Aquaman,Closed,Low,Low,Low,Monday,2025-12-29T14:07:15.000000,2025-12-29T15:19:15.000000,2025-12-31T13:34:04.442570,2025-12-31T14:33:04.442570
INC-2025-48899,International Transfer,International Transfer,Stargate,19,Avengers,Hulk,Closed,High,Medium,High,Monday,2025-12-29T15:11:25.000000,2025-12-29T15:42:25.000000,2025-12-30T01:26:23.579077,2025-12-30T01:59:23.579077
INC-2025-48900,Basic Payment,Basic Payment,STP CAT,65,Avengers,Thor,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T16:44:11.000000,2025-12-30T17:13:11.000000,2025-12-31T04:48:51.368318,2025-12-31T05:35:51.368318
INC-2025-48901,SEPA Payment,SEPA Payment,Stargate,55215,Avengers,Iron Man,New,Critical,High,Medium,Tuesday,2025-12-30T13:28:47.000000,,,
INC-2025-48902,Money Rates,Money Rates,SOLEMOS,7,Avengers,Iron Man,Closed,Medium,Low,Low,Tuesday,2025-12-30T13:18:58.000000,2025-12-30T14:07:58.000000,2026-01-01T00:28:02.645412,2026-01-01T01:07:02.645412
INC-2025-48903,SEPA Payment,SEPA Payment,Stargate,75375,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Tuesday,2025-12-30T17:09:44.000000,2025-12-30T17:59:44.000000,2025-12-31T10:55:30.867922,2025-12-31T11:30:30.867922
INC-2025-48904,Domestic Payment,Domestic Payment,STP CAT,17019,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T11:48:05.000000,2025-12-30T12:22:05.000000,2025-12-30T21:09:13.676827,2025-12-30T22:10:13.676827
INC-2025-48905,Money Rates,Money Rates,SOLEMOS,5,Avengers,Iron Man,Closed,High,High,Medium,Tuesday,2025-12-30T14:04:29.000000,2025-12-30T14:58:29.000000,2025-12-30T18:18:27.525302,2025-12-30T19:18:27.525302
INC-2025-48906,Basic Payment,Basic Payment,STP CAT,3242,People,Dwayne Johnson,Closed,Medium,Medium,Low,Tuesday,2025-12-30T11:40:34.000000,2025-12-30T12:32:34.000000,2025-12-31T06:10:55.282005,2025-12-31T07:05:55.282005
INC-2025-48907,SEPA Payment,SEPA Payment,STP CAT,82950,DC,Batman,Closed,Low,Low,Low,Tuesday,2025-12-30T17:09:51.000000,2025-12-30T17:50:51.000000,2026-01-01T18:41:10.300768,2026-01-01T18:57:10.300768
INC-2025-48908,International Transfer,International Transfer,Stargate,17,Avengers,Iron Man,Closed,High,High,High,Tuesday,2025-12-30T15:55:32.000000,2025-12-30T17:21:32.000000,2025-12-31T05:37:57.808837,2025-12-31T05:58:57.808837
INC-2025-48909,Basic Payment,Basic Payment,STP CAT,4986,People,Dwayne Johnson,Closed,Low,Low,Low,Tuesday,2025-12-30T21:30:52.000000,2025-12-30T22:22:52.000000,2026-01-03T05:36:10.451403,2026-01-03T06:46:10.451403
INC-2025-48910,Basic Payment,Basic Payment,STP CAT,4088,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-12-30T03:23:12.000000,2025-12-30T03:54:12.000000,2026-01-01T09:20:33.585998,2026-01-01T10:13:33.585998
INC-2025-48911,Money Rates,Money Rates,SOLEMOS,8,Avengers,Thor,Closed,Medium,Low,Low,Tuesday,2025-12-30T10:27:16.000000,2025-12-30T11:26:16.000000,2025-12-31T02:31:47.268160,2025-12-31T03:05:47.268160
INC-2025-48912,Domestic Payment,Domestic Payment,STP CAT,10865,DC,Aquaman,Closed,Medium,Low,Low,Tuesday,2025-12-30T18:13:19.000000,2025-12-30T18:27:19.000000,2026-01-01T05:08:16.079798,2026-01-01T05:38:16.079798
INC-2025-48913,International Transfer,International Transfer,Stargate,46,Avengers,Hulk,New,Medium,Medium,Low,Tuesday,2025-12-30T10:50:48.000000,,,
INC-2025-48914,Proces X,Proces X,SOLEMOS,216,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T08:01:48.000000,2025-12-30T08:32:48.000000,2025-12-31T08:09:43.582940,2025-12-31T08:58:43.582940
INC-2025-48915,SEPA Payment,SEPA Payment,Stargate,48979,DC,Dr. X,Closed,Medium,Medium,Low,Tuesday,2025-12-30T13:35:04.000000,2025-12-30T14:53:04.000000,2025-12-31T10:29:50.574910,2025-12-31T11:51:50.574910
INC-2025-48916,Money Rates,Money Rates,SOLEMOS,1,People,Scarlett Johansson,New,Critical,High,Medium,Tuesday,2025-12-30T10:19:05.000000,,,
INC-2025-48917,Proces X,Proces X,SOLEMOS,230,People,Kevin Hart,Closed,Medium,Medium,Low,Tuesday,2025-12-30T10:25:58.000000,2025-12-30T11:14:58.000000,2025-12-31T03:50:30.439611,2025-12-31T04:12:30.439611
INC-2025-48918,Money Rates,Money Rates,SOLEMOS,5,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T20:17:27.000000,2025-12-30T21:43:27.000000,2025-12-31T20:01:12.481981,2025-12-31T21:29:12.481981
INC-2025-48919,SEPA Payment,SEPA Payment,Stargate,67162,Avengers,Thor,In Progress,High,High,Medium,Tuesday,2025-12-30T12:15:43.000000,2025-12-30T13:02:43.000000,,
INC-2025-48920,SEPA Payment,SEPA Payment,Stargate,68355,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-12-30T17:33:56.000000,2025-12-30T17:54:56.000000,2025-12-31T09:33:08.276556,2025-12-31T10:59:08.276556
INC-2025-48921,Proces X,Proces X,SOLEMOS,139,DC,Dr. X,Closed,High,High,High,Tuesday,2025-12-30T14:31:14.000000,2025-12-30T15:08:14.000000,2025-12-30T19:51:51.690939,2025-12-30T20:12:51.690939
INC-2025-48922,Domestic Payment,Domestic Payment,STP CAT,949,DC,Aquaman,Closed,High,High,High,Tuesday,2025-12-30T12:37:31.000000,2025-12-30T13:15:31.000000,2025-12-30T17:52:22.948011,2025-12-30T18:49:22.948011
INC-2025-48923,International Transfer,International Transfer,Stargate,19,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Tuesday,2025-12-30T14:26:44.000000,2025-12-30T15:30:44.000000,2025-12-31T11:20:12.634644,2025-12-31T12:44:12.634644
INC-2025-48924,Basic Payment,Basic Payment,STP CAT,4270,People,Kevin Hart,Closed,Low,Low,Low,Tuesday,2025-12-30T13:52:09.000000,2025-12-30T14:10:09.000000,2025-12-31T09:13:13.692925,2025-12-31T09:55:13.692925
INC-2025-48925,Proces X,Proces X,SOLEMOS,141,Avengers,Thor,Closed,Medium,Low,Medium,Tuesday,2025-12-30T15:56:04.000000,2025-12-30T17:11:04.000000,2026-01-01T04:19:58.166656,2026-01-01T05:23:58.166656
INC-2025-48926,Domestic Payment,Domestic Payment,STP CAT,18932,DC,Punisher,Closed,Low,Low,Low,Tuesday,2025-12-30T11:35:13.000000,2025-12-30T12:19:13.000000,2026-01-02T22:29:03.104652,2026-01-02T23:51:03.104652
INC-2025-48927,Domestic Payment,Domestic Payment,STP CAT,16352,DC,Aquaman,Closed,Medium,Medium,Low,Tuesday,2025-12-30T15:43:05.000000,2025-12-30T16:35:05.000000,2025-12-31T09:36:21.630787,2025-12-31T10:43:21.630787
INC-2025-48928,SEPA Payment,SEPA Payment,STP CAT,15003,DC,Aquaman,Closed,Medium,Medium,Medium,Tuesday,2025-12-30T12:25:00.000000,2025-12-30T12:59:00.000000,2025-12-30T20:08:32.992287,2025-12-30T20:23:32.992287
INC-2025-48929,SEPA Payment,SEPA Payment,Stargate,39743,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Tuesday,2025-12-30T17:08:38.000000,2025-12-30T18:08:38.000000,2026-01-01T02:10:02.780667,2026-01-01T02:30:02.780667
INC-2025-48930,SEPA Payment,SEPA Payment,Stargate,54562,Avengers,Iron Man,Closed,Low,Low,Low,Tuesday,2025-12-30T17:22:25.000000,2025-12-30T17:36:25.000000,2026-01-01T18:43:53.567875,2026-01-01T19:53:53.567875
INC-2025-48931,Basic Payment,Basic Payment,STP CAT,3264,DC,Dr. X,Closed,High,Medium,High,Tuesday,2025-12-30T16:01:08.000000,2025-12-30T16:44:08.000000,2025-12-31T00:03:23.234507,2025-12-31T00:34:23.234507
INC-2025-48932,Domestic Payment,Domestic Payment,STP CAT,640,DC,Dr. X,Closed,Critical,High,High,Tuesday,2025-12-30T15:42:14.000000,2025-12-30T17:03:14.000000,2025-12-30T17:34:14.510459,2025-12-30T18:24:14.510459
INC-2025-48933,Money Rates,Money Rates,SOLEMOS,10,Avengers,Hulk,Closed,High,High,High,Tuesday,2025-12-30T12:53:55.000000,2025-12-30T13:15:55.000000,2025-12-30T22:18:03.611363,2025-12-30T23:09:03.611363
