Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed,Processing Time (hrs),Response Time (hrs),Total Time (hrs)
ERR-2025-09106,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Medium,Thursday,2025-11-20T16:08:29.000000,2025-11-20T17:00:29.000000,2025-11-20T19:52:38.625579,2025-11-20T21:21:38.625579,2.8691666666666666,0.8666666666666667,5.219166666666666
ERR-2025-09107,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,High,High,Medium,Wednesday,2025-11-19T11:48:40.000000,2025-11-19T13:08:40.000000,2025-11-19T17:54:14.177553,2025-11-19T18:35:14.177553,4.759444444444444,1.3333333333333333,6.776111111111111
ERR-2025-09108,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Thor,Closed,Critical,High,Medium,Wednesday,2025-11-12T15:39:54.000000,2025-11-12T16:04:54.000000,2025-11-12T18:19:55.595501,2025-11-12T19:31:55.595501,2.250277777777778,0.4166666666666667,3.8669444444444445
ERR-2025-09109,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Saturday,2025-11-22T23:57:37.000000,2025-11-23T00:59:37.000000,2025-11-23T21:04:47.166602,2025-11-23T22:25:47.166602,20.086111111111112,1.0333333333333334,22.469444444444445
ERR-2025-09110,Edit Q item duplicated after system timeout during save,Edit Q,SOLEMOS,Avengers,Thor,Closed,High,High,Medium,Thursday,2025-11-13T13:17:46.000000,2025-11-13T14:29:46.000000,2025-11-13T18:50:15.197506,2025-11-13T19:08:15.197506,4.341388888888889,1.2,5.841388888888889
ERR-2025-09111,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Thor,New,High,Medium,High,Thursday,2025-11-06T12:00:11.000000,,,,,,
ERR-2025-09112,Payment in Edit Q actioned by unauthorised operator,Edit Q,STP CAT,Avengers,Doctor Strange,In Progress,High,Medium,High,Thursday,2025-11-06T14:00:26.000000,2025-11-06T14:59:26.000000,,,,0.9833333333333333,
ERR-2025-09113,Duplicate SEPA batch uploaded - double payments issued to beneficiaries,SEPA Payment,Stargate,Avengers,Iron Man,On Hold,High,Medium,High,Monday,2025-11-10T13:23:47.000000,,,,,,
ERR-2025-09114,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-11-13T13:12:05.000000,2025-11-13T13:39:05.000000,2025-11-13T18:53:42.207435,2025-11-13T19:19:42.207435,5.243611111111111,0.45,6.126944444444445
ERR-2025-09115,Incorrect amount corrected to wrong value during manual review,Edit Q,SOLEMOS,Avengers,Iron Man,Closed,Medium,Low,Medium,Friday,2025-11-21T09:20:47.000000,2025-11-21T09:56:47.000000,2025-11-21T20:12:31.998307,2025-11-21T21:26:31.998307,10.262222222222222,0.6,12.095555555555556
ERR-2025-09116,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Thor,Closed,Critical,High,Medium,Saturday,2025-11-01T16:55:12.000000,2025-11-01T17:16:12.000000,2025-11-01T17:34:05.674113,2025-11-01T18:42:05.674113,0.2980555555555556,0.35,1.781388888888889
ERR-2025-09117,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,Closed,Low,Low,Low,Tuesday,2025-11-25T11:02:59.000000,2025-11-25T11:19:59.000000,2025-11-26T03:26:48.020032,2025-11-26T04:47:48.020032,16.113611111111112,0.2833333333333333,17.746944444444445
ERR-2025-09118,Payment released from Edit Q to wrong processing queue,Edit Q,STP CAT,Avengers,Thor,Closed,Critical,High,High,Friday,2025-11-14T07:57:39.000000,2025-11-14T08:52:39.000000,2025-11-14T11:50:34.927554,2025-11-14T12:55:34.927554,2.9652777777777777,0.9166666666666666,4.965277777777778
ERR-2025-09119,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-11-04T17:48:57.000000,2025-11-04T18:23:57.000000,2025-11-05T10:39:39.234332,2025-11-05T11:10:39.234332,16.261666666666667,0.5833333333333334,17.361666666666668
ERR-2025-09120,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,Avengers,Hulk,Closed,High,High,Medium,Thursday,2025-11-27T14:17:29.000000,2025-11-27T15:29:29.000000,2025-11-27T19:48:15.021956,2025-11-27T20:43:15.021956,4.312777777777778,1.2,6.429444444444444
ERR-2025-09121,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-11-27T12:00:05.000000,2025-11-27T13:09:05.000000,2025-11-27T16:30:15.980171,2025-11-27T17:53:15.980171,3.352777777777778,1.15,5.886111111111111
ERR-2025-09122,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,High,High,High,Thursday,2025-11-06T03:31:24.000000,2025-11-06T04:43:24.000000,2025-11-06T08:05:06.616177,2025-11-06T08:24:06.616177,3.361666666666667,1.2,4.878333333333333
ERR-2025-09123,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Tuesday,2025-11-04T08:03:23.000000,2025-11-04T08:58:23.000000,2025-11-04T09:18:36.834222,2025-11-04T10:07:36.834222,0.33694444444444444,0.9166666666666666,2.0702777777777777
ERR-2025-09124,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Tuesday,2025-11-25T10:04:19.000000,2025-11-25T10:18:19.000000,2025-11-25T14:00:57.048370,2025-11-25T15:01:57.048370,3.7105555555555556,0.23333333333333334,4.960555555555556
ERR-2025-09125,Manual override applied in Edit Q without supervisor sign-off,Edit Q,STP CAT,Avengers,Iron Man,Closed,Medium,Medium,Medium,Friday,2025-11-21T15:17:13.000000,2025-11-21T15:41:13.000000,2025-11-22T11:30:52.488385,2025-11-22T12:11:52.488385,19.8275,0.4,20.910833333333333
ERR-2025-09126,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Critical,High,Medium,Monday,2025-11-17T08:34:39.000000,2025-11-17T09:18:39.000000,2025-11-17T11:32:27.162050,2025-11-17T12:57:27.162050,2.23,0.7333333333333333,4.38
ERR-2025-09127,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Thor,Closed,High,High,High,Wednesday,2025-11-19T19:13:56.000000,2025-11-19T19:28:56.000000,2025-11-20T00:37:46.051215,2025-11-20T00:56:46.051215,5.147222222222222,0.25,5.713888888888889
ERR-2025-09128,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,In Progress,High,High,High,Wednesday,2025-11-05T09:05:16.000000,2025-11-05T09:46:16.000000,,,,0.6833333333333333,
ERR-2025-09129,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Hulk,Closed,Critical,High,High,Tuesday,2025-11-18T15:48:55.000000,2025-11-18T16:22:55.000000,2025-11-18T17:01:15.845621,2025-11-18T18:11:15.845621,0.6388888888888888,0.5666666666666667,2.3722222222222222
ERR-2025-09130,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,Avengers,Doctor Strange,Closed,High,Medium,Low,Friday,2025-11-21T17:12:29.000000,2025-11-21T17:44:29.000000,2025-11-21T21:38:29.778954,2025-11-21T22:06:29.778954,3.9,0.5333333333333333,4.9
ERR-2025-09131,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,Avengers,Thor,On Hold,Critical,High,High,Tuesday,2025-11-18T08:06:08.000000,,,,,,
ERR-2025-09132,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Wednesday,2025-11-19T13:33:28.000000,2025-11-19T13:50:28.000000,2025-11-19T17:35:35.886995,2025-11-19T18:20:35.886995,3.7519444444444443,0.2833333333333333,4.785277777777778
ERR-2025-09133,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-11-14T13:09:46.000000,2025-11-14T13:29:46.000000,2025-11-14T19:27:28.203247,2025-11-14T20:07:28.203247,5.961666666666667,0.3333333333333333,6.961666666666667
ERR-2025-09134,Rate tolerance breach not escalated to treasury desk,Rates,SOLEMOS,Avengers,Iron Man,Closed,Low,Low,Low,Tuesday,2025-11-25T17:00:38.000000,2025-11-25T18:26:38.000000,2025-11-27T13:56:20.297157,2025-11-27T15:01:20.297157,43.495,1.4333333333333333,46.01166666666666
ERR-2025-09135,Incorrect rate override entered manually by operator,Rates,SOLEMOS,Avengers,Hulk,In Progress,High,Medium,Medium,Friday,2025-11-07T07:02:22.000000,2025-11-07T07:39:22.000000,,,,0.6166666666666667,
ERR-2025-09136,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,Low,Wednesday,2025-11-26T19:58:45.000000,2025-11-26T21:12:45.000000,2025-11-27T01:44:50.170362,2025-11-27T02:27:50.170362,4.534722222222222,1.2333333333333334,6.4847222222222225
ERR-2025-09137,Incorrect amount entered - overpayment of 10x original value,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,Medium,High,Friday,2025-11-21T15:05:21.000000,2025-11-21T16:30:21.000000,2025-11-21T17:36:29.954127,2025-11-21T19:01:29.954127,1.1022222222222222,1.4166666666666667,3.9355555555555557
ERR-2025-09138,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,Medium,Low,Monday,2025-11-24T09:36:19.000000,2025-11-24T09:48:19.000000,2025-11-24T14:30:03.984276,2025-11-24T15:51:03.984276,4.695555555555556,0.2,6.245555555555556
ERR-2025-09139,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Hulk,Closed,High,High,High,Monday,2025-11-17T06:29:35.000000,2025-11-17T07:49:35.000000,2025-11-17T11:42:03.961437,2025-11-17T13:03:03.961437,3.8744444444444444,1.3333333333333333,6.557777777777778
ERR-2025-09140,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,High,Medium,High,Monday,2025-11-10T14:07:08.000000,2025-11-10T15:37:08.000000,2025-11-10T21:36:43.306900,2025-11-10T22:18:43.306900,5.993055555555555,1.5,8.193055555555556
ERR-2025-09141,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Saturday,2025-11-29T14:14:03.000000,2025-11-29T15:38:03.000000,2025-11-30T12:15:02.420828,2025-11-30T12:51:02.420828,20.61638888888889,1.4,22.61638888888889
ERR-2025-09142,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,Medium,High,Monday,2025-11-17T09:10:43.000000,2025-11-17T10:12:43.000000,2025-11-17T14:40:49.196286,2025-11-17T15:22:49.196286,4.468333333333334,1.0333333333333334,6.201666666666667
ERR-2025-09143,Edit Queue item approved without verifying beneficiary details,Edit Q,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-11-21T19:00:35.000000,2025-11-21T20:05:35.000000,2025-11-22T03:34:24.934289,2025-11-22T04:21:24.934289,7.480277777777777,1.0833333333333333,9.346944444444444
ERR-2025-09144,Wrong payment details amended in Edit Q - error compounded,Edit Q,SOLEMOS,Avengers,Thor,Closed,Low,Low,Low,Sunday,2025-11-16T11:40:09.000000,2025-11-16T12:00:09.000000,2025-11-18T06:04:30.224063,2025-11-18T06:22:30.224063,42.0725,0.3333333333333333,42.70583333333333
ERR-2025-09145,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,Low,Thursday,2025-11-20T17:50:25.000000,2025-11-20T18:06:25.000000,2025-11-20T23:44:12.378092,2025-11-21T01:03:12.378092,5.629722222222222,0.26666666666666666,7.213055555555556
ERR-2025-09146,FX rate applied before market open - incorrect indicative rate used,Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Monday,2025-11-03T10:35:09.000000,2025-11-03T11:43:09.000000,2025-11-03T12:31:38.955414,2025-11-03T13:11:38.955414,0.8080555555555555,1.1333333333333333,2.6080555555555556
ERR-2025-09147,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Iron Man,Closed,High,Medium,High,Tuesday,2025-11-18T07:26:32.000000,2025-11-18T08:36:32.000000,2025-11-18T13:53:12.064651,2025-11-18T14:16:12.064651,5.277777777777778,1.1666666666666667,6.8277777777777775
ERR-2025-09148,Cross-rate calculation error not caught before payment dispatch,Rates,SOLEMOS,Avengers,Thor,Closed,High,Medium,High,Thursday,2025-11-27T11:50:13.000000,2025-11-27T12:43:13.000000,2025-11-27T18:16:09.771629,2025-11-27T18:40:09.771629,5.5488888888888885,0.8833333333333333,6.832222222222223
ERR-2025-09149,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Thor,Closed,High,Medium,Medium,Tuesday,2025-11-25T15:30:59.000000,2025-11-25T15:43:59.000000,2025-11-25T21:09:49.887250,2025-11-25T22:15:49.887250,5.430555555555555,0.21666666666666667,6.747222222222222
ERR-2025-09150,Stale rate used after feed failure - not escalated in time,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-11-24T17:54:36.000000,2025-11-24T19:15:36.000000,2025-11-25T08:01:48.883865,2025-11-25T09:16:48.883865,12.77,1.35,15.37
ERR-2025-09151,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Friday,2025-11-07T00:09:59.000000,2025-11-07T01:05:59.000000,2025-11-07T02:39:22.703729,2025-11-07T03:00:22.703729,1.5563888888888888,0.9333333333333333,2.839722222222222
ERR-2025-09152,Payment submitted without required compliance pre-approval,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Saturday,2025-11-01T10:58:40.000000,2025-11-01T12:20:40.000000,2025-11-01T19:15:06.446897,2025-11-01T19:39:06.446897,6.907222222222222,1.3666666666666667,8.67388888888889
ERR-2025-09153,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Thor,Closed,High,High,Medium,Tuesday,2025-11-25T20:02:56.000000,2025-11-25T21:29:56.000000,2025-11-26T01:00:56.642468,2025-11-26T02:04:56.642468,3.5166666666666666,1.45,6.033333333333333
ERR-2025-09154,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,High,Tuesday,2025-11-04T08:48:28.000000,2025-11-04T09:36:28.000000,2025-11-04T15:18:39.272977,2025-11-04T16:29:39.272977,5.703055555555555,0.8,7.686388888888889
ERR-2025-09155,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,High,Friday,2025-11-28T16:19:29.000000,2025-11-28T16:34:29.000000,2025-11-28T20:46:05.380226,2025-11-28T21:01:05.380226,4.193333333333333,0.25,4.693333333333333
ERR-2025-09156,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Thor,Closed,Critical,Medium,High,Monday,2025-11-24T13:57:27.000000,2025-11-24T14:30:27.000000,2025-11-24T16:04:15.867310,2025-11-24T16:48:15.867310,1.5633333333333332,0.55,2.8466666666666667
ERR-2025-09157,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,High,Thursday,2025-11-06T09:13:05.000000,2025-11-06T09:34:05.000000,2025-11-06T14:51:01.432396,2025-11-06T16:05:01.432396,5.282222222222222,0.35,6.865555555555556
ERR-2025-09158,Fallback rate not updated after primary feed outage,Rates,SOLEMOS,Avengers,Hulk,Closed,High,High,Medium,Monday,2025-11-17T16:15:39.000000,2025-11-17T17:37:39.000000,2025-11-17T20:42:56.449989,2025-11-17T21:42:56.449989,3.0880555555555556,1.3666666666666667,5.454722222222222
ERR-2025-09159,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,Medium,Medium,Thursday,2025-11-06T14:22:41.000000,2025-11-06T14:47:41.000000,2025-11-06T19:52:14.556268,2025-11-06T20:42:14.556268,5.075833333333334,0.4166666666666667,6.325833333333334
ERR-2025-09160,Edit Q item closed without resolution - payment lost in queue,Edit Q,STP CAT,Avengers,Iron Man,Closed,High,Medium,High,Wednesday,2025-11-26T08:29:31.000000,2025-11-26T09:42:31.000000,2025-11-26T12:49:49.213540,2025-11-26T13:50:49.213540,3.1216666666666666,1.2166666666666666,5.355
ERR-2025-09161,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,Avengers,Thor,Closed,High,High,High,Tuesday,2025-11-25T19:04:22.000000,2025-11-25T20:21:22.000000,2025-11-26T00:39:13.263829,2025-11-26T01:10:13.263829,4.2975,1.2833333333333334,6.0975
ERR-2025-09162,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Wednesday,2025-11-05T14:47:33.000000,2025-11-05T15:56:33.000000,2025-11-05T18:14:12.342308,2025-11-05T19:18:12.342308,2.2941666666666665,1.15,4.510833333333333
ERR-2025-09163,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Low,Medium,Wednesday,2025-11-19T15:05:05.000000,2025-11-19T15:19:05.000000,2025-11-20T04:10:44.513166,2025-11-20T04:29:44.513166,12.860833333333334,0.23333333333333334,13.410833333333333
ERR-2025-09164,Payment released from Edit Q to wrong processing queue,Edit Q,SOLEMOS,Avengers,Thor,On Hold,Medium,Medium,Medium,Tuesday,2025-11-25T09:50:06.000000,,,,,,
ERR-2025-09165,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,Avengers,Thor,On Hold,Medium,Medium,Medium,Thursday,2025-11-13T13:02:46.000000,,,,,,
ERR-2025-09166,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,High,Medium,Wednesday,2025-11-05T11:52:59.000000,2025-11-05T12:25:59.000000,2025-11-05T13:11:14.846608,2025-11-05T13:30:14.846608,0.7541666666666667,0.55,1.6208333333333333
ERR-2025-09167,SEPA payment amount keyed incorrectly - underpayment to supplier,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Wednesday,2025-11-12T10:23:45.000000,2025-11-12T11:01:45.000000,2025-11-12T17:55:24.216992,2025-11-12T19:07:24.216992,6.894166666666667,0.6333333333333333,8.7275
ERR-2025-09168,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,Medium,Thursday,2025-11-27T10:08:51.000000,2025-11-27T11:13:51.000000,2025-11-27T14:45:32.424387,2025-11-27T16:00:32.424387,3.5280555555555555,1.0833333333333333,5.8613888888888885
ERR-2025-09169,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,Critical,High,High,Friday,2025-11-07T15:42:16.000000,2025-11-07T16:09:16.000000,2025-11-07T16:29:15.956560,2025-11-07T17:06:15.956560,0.33305555555555555,0.45,1.3997222222222223
ERR-2025-09170,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Thor,Closed,Critical,High,High,Wednesday,2025-11-12T10:19:29.000000,2025-11-12T11:09:29.000000,2025-11-12T12:24:48.709715,2025-11-12T13:10:48.709715,1.2552777777777777,0.8333333333333334,2.855277777777778
ERR-2025-09171,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,High,High,High,Friday,2025-11-21T19:06:32.000000,2025-11-21T20:35:32.000000,2025-11-22T01:09:35.329960,2025-11-22T01:34:35.329960,4.5675,1.4833333333333334,6.4675
ERR-2025-09172,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Iron Man,In Progress,High,High,Medium,Monday,2025-11-24T15:46:16.000000,2025-11-24T16:25:16.000000,,,,0.65,
ERR-2025-09173,Fallback rate not updated after primary feed outage,Rates,SOLEMOS,Avengers,Iron Man,Closed,Critical,High,High,Wednesday,2025-11-12T13:53:46.000000,2025-11-12T14:58:46.000000,2025-11-12T16:01:41.964192,2025-11-12T17:04:41.964192,1.0486111111111112,1.0833333333333333,3.1819444444444445
ERR-2025-09174,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Hulk,Closed,High,High,High,Friday,2025-11-14T16:34:36.000000,2025-11-14T17:26:36.000000,2025-11-14T21:11:31.817399,2025-11-14T21:42:31.817399,3.748611111111111,0.8666666666666667,5.131944444444445
ERR-2025-09175,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,Avengers,Thor,Closed,Critical,High,High,Tuesday,2025-11-04T11:58:31.000000,2025-11-04T13:02:31.000000,2025-11-04T15:44:27.765341,2025-11-04T17:03:27.765341,2.698888888888889,1.0666666666666667,5.082222222222223
ERR-2025-09176,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,Avengers,Hulk,In Progress,High,High,High,Tuesday,2025-11-04T05:12:43.000000,2025-11-04T06:02:43.000000,,,,0.8333333333333334,
ERR-2025-09177,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,Medium,Medium,Friday,2025-11-21T19:30:33.000000,2025-11-21T20:22:33.000000,2025-11-22T00:41:23.460140,2025-11-22T01:14:23.460140,4.313888888888889,0.8666666666666667,5.730555555555555
ERR-2025-09178,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,Critical,Medium,High,Monday,2025-11-10T11:30:50.000000,2025-11-10T11:55:50.000000,2025-11-10T14:28:48.095104,2025-11-10T15:02:48.095104,2.5494444444444446,0.4166666666666667,3.5327777777777776
ERR-2025-09179,Incorrect correspondent bank selected for USD settlement,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-11-03T12:48:51.000000,2025-11-03T14:12:51.000000,2025-11-03T17:51:12.581395,2025-11-03T18:17:12.581395,3.6391666666666667,1.4,5.4725
ERR-2025-09180,SEPA payment sent to closed account - return not processed timely,SEPA Payment,STP CAT,Avengers,Hulk,Closed,High,High,Medium,Tuesday,2025-11-11T08:55:59.000000,2025-11-11T10:07:59.000000,2025-11-11T12:17:26.920144,2025-11-11T13:44:26.920144,2.1575,1.2,4.8075
ERR-2025-09181,Incorrect end-to-end reference causing reconciliation failure,SEPA Payment,Stargate,Avengers,Thor,Closed,High,High,Medium,Tuesday,2025-11-04T14:04:57.000000,2025-11-04T15:11:57.000000,2025-11-04T17:22:29.528500,2025-11-04T18:03:29.528500,2.1755555555555555,1.1166666666666667,3.9755555555555557
ERR-2025-09182,SEPA payment sent to closed account - return not processed timely,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-11-10T21:12:26.000000,2025-11-10T22:32:26.000000,2025-11-11T00:32:38.034289,2025-11-11T01:20:38.034289,2.0033333333333334,1.3333333333333333,4.136666666666667
ERR-2025-09183,Wrong currency selected - USD payment sent instead of EUR,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Tuesday,2025-11-11T17:33:57.000000,2025-11-11T18:03:57.000000,2025-11-11T21:36:23.035724,2025-11-11T22:34:23.035724,3.5405555555555557,0.5,5.0072222222222225
ERR-2025-09184,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Iron Man,Closed,Critical,High,High,Tuesday,2025-11-04T15:52:10.000000,2025-11-04T16:49:10.000000,2025-11-04T18:15:14.175028,2025-11-04T19:39:14.175028,1.4344444444444444,0.95,3.7844444444444445
ERR-2025-09185,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Friday,2025-11-07T12:37:48.000000,2025-11-07T13:48:48.000000,2025-11-07T22:56:49.220734,2025-11-07T23:31:49.220734,9.133611111111112,1.1833333333333333,10.900277777777777
ERR-2025-09186,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Medium,Low,Medium,Wednesday,2025-11-19T13:01:03.000000,2025-11-19T13:44:03.000000,2025-11-20T07:13:49.198431,2025-11-20T08:19:49.198431,17.496111111111112,0.7166666666666667,19.31277777777778
ERR-2025-09187,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Monday,2025-11-10T18:06:06.000000,2025-11-10T19:30:06.000000,2025-11-10T21:42:32.932473,2025-11-10T22:38:32.932473,2.207222222222222,1.4,4.540555555555556
ERR-2025-09188,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,In Progress,Medium,Medium,Medium,Thursday,2025-11-20T12:00:20.000000,2025-11-20T12:39:20.000000,,,,0.65,
ERR-2025-09189,Manual override applied in Edit Q without supervisor sign-off,Edit Q,STP CAT,Avengers,Thor,Closed,Medium,Medium,Low,Friday,2025-11-07T13:45:57.000000,2025-11-07T15:01:57.000000,2025-11-08T04:02:04.958496,2025-11-08T04:49:04.958496,13.001944444444444,1.2666666666666666,15.051944444444445
ERR-2025-09190,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-11-03T08:41:42.000000,2025-11-03T09:00:42.000000,2025-11-03T20:53:08.094869,2025-11-03T22:03:08.094869,11.873888888888889,0.31666666666666665,13.357222222222223
ERR-2025-09191,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Critical,High,Medium,Thursday,2025-11-20T13:22:44.000000,2025-11-20T14:38:44.000000,2025-11-20T17:09:34.009792,2025-11-20T18:07:34.009792,2.513888888888889,1.2666666666666666,4.747222222222222
ERR-2025-09192,SEPA payment sent to closed account - return not processed timely,SEPA Payment,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Wednesday,2025-11-12T04:37:13.000000,2025-11-12T05:20:13.000000,2025-11-13T01:56:46.020121,2025-11-13T02:23:46.020121,20.609166666666667,0.7166666666666667,21.775833333333335
ERR-2025-09193,Wrong FX rate applied to customer transaction - financial loss,Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-11-24T11:48:36.000000,2025-11-24T12:30:36.000000,2025-11-24T13:18:09.041030,2025-11-24T13:34:09.041030,0.7925,0.7,1.7591666666666668
ERR-2025-09194,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Friday,2025-11-07T10:43:37.000000,2025-11-07T11:52:37.000000,2025-11-08T05:39:52.027207,2025-11-08T06:20:52.027207,17.7875,1.15,19.620833333333334
ERR-2025-09195,Edit Q item closed without resolution - payment lost in queue,Edit Q,SOLEMOS,Avengers,Thor,Closed,Medium,Medium,Medium,Wednesday,2025-11-12T11:35:26.000000,2025-11-12T12:49:26.000000,2025-11-12T22:05:01.191191,2025-11-12T22:34:01.191191,9.259722222222223,1.2333333333333334,10.97638888888889
ERR-2025-09196,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Medium,Medium,Low,Tuesday,2025-11-25T19:19:34.000000,2025-11-25T20:27:34.000000,2025-11-26T12:40:55.862137,2025-11-26T13:05:55.862137,16.2225,1.1333333333333333,17.7725
